hgnc_id	symbol	locus_group	entrez_id
HGNC:37011	RPS15AP27	pseudogene	100271613
HGNC:36381	RPS15AP28	pseudogene	100132400
HGNC:35981	RPS15AP29	pseudogene	100128863
HGNC:35495	RPS15AP30	pseudogene	100271607
HGNC:36960	RPS15AP31	pseudogene	100271652
HGNC:35879	RPS15AP32	pseudogene	100271649
HGNC:36178	RPS15AP33	pseudogene	100271654
HGNC:35609	RPS15AP34	pseudogene	390735
HGNC:36768	RPS15AP35	pseudogene	390848
HGNC:36803	RPS15AP36	pseudogene	100271650
HGNC:36173	RPS15AP37	pseudogene	100271651
HGNC:36523	RPS15AP38	pseudogene	100271655
HGNC:35800	RPS15AP39	pseudogene	100129284
HGNC:36041	RPS15AP40	pseudogene	100128083
HGNC:35725	RPS15P1	pseudogene	728428
HGNC:36033	RPS15P2	pseudogene	100271066
HGNC:35563	RPS15P3	pseudogene	391137
HGNC:35712	RPS15P4	pseudogene	401019
HGNC:35536	RPS15P5	pseudogene	729789
HGNC:36653	RPS15P6	pseudogene	391845
HGNC:36623	RPS15P7	pseudogene	100271361
HGNC:35847	RPS15P8	pseudogene	390576
HGNC:36440	RPS15P9	pseudogene	401895
HGNC:10396	RPS16	protein-coding gene	6217
HGNC:36462	RPS16P1	pseudogene	441876
HGNC:35928	RPS16P2	pseudogene	402069
HGNC:35986	RPS16P3	pseudogene	100271067
HGNC:36502	RPS16P4	pseudogene	100271068
HGNC:36183	RPS16P5	pseudogene	647190
HGNC:36741	RPS16P6	pseudogene	100271362
HGNC:36505	RPS16P7	pseudogene	441744
HGNC:35608	RPS16P8	pseudogene	654170
HGNC:35659	RPS16P9	pseudogene	645412
HGNC:35739	RPS16P10	pseudogene	729903
HGNC:10397	RPS17	protein-coding gene	6218
HGNC:13982	RPS17P1	pseudogene	442195
HGNC:10398	RPS17P2	pseudogene	6219
HGNC:10399	RPS17P3	pseudogene	646013
HGNC:21352	RPS17P5	pseudogene	442216
HGNC:36945	RPS17P6	pseudogene	391130
HGNC:35796	RPS17P7	pseudogene	100271069
HGNC:36772	RPS17P8	pseudogene	100271070
HGNC:36160	RPS17P9	pseudogene	100130823
HGNC:36438	RPS17P10	pseudogene	100271071
HGNC:36132	RPS17P11	pseudogene	100271072
HGNC:35930	RPS17P12	pseudogene	442726
HGNC:36664	RPS17P13	pseudogene	100271073
HGNC:35534	RPS17P14	pseudogene	100271074
HGNC:35931	RPS17P15	pseudogene	100271363
HGNC:36821	RPS17P16	pseudogene	402057
HGNC:35647	RPS17P17	pseudogene	100271230
HGNC:10401	RPS18	protein-coding gene	6222
HGNC:16550	RPS18P1	pseudogene	128676
HGNC:19801	RPS18P2	pseudogene	326320
HGNC:36198	RPS18P3	pseudogene	100128258
HGNC:36952	RPS18P4	pseudogene	100271075
HGNC:36287	RPS18P5	pseudogene	100131863
HGNC:36028	RPS18P6	pseudogene	100271076
HGNC:35874	RPS18P7	pseudogene	133790
HGNC:35956	RPS18P8	pseudogene	643627
HGNC:36483	RPS18P9	pseudogene	645958
HGNC:35566	RPS18P10	pseudogene	729293
HGNC:36319	RPS18P11	pseudogene	100271077
HGNC:35967	RPS18P12	pseudogene	388339
HGNC:36901	RPS18P13	pseudogene	100271364
HGNC:36386	RPS18P14	pseudogene	100128535
HGNC:10402	RPS19	protein-coding gene	6223
HGNC:28749	RPS19BP1	protein-coding gene	91582
HGNC:16534	RPS19P1	pseudogene	85486
HGNC:17047	RPS19P2	pseudogene	85487
HGNC:23560	RPS19P3	pseudogene	728953
HGNC:35778	RPS19P4	pseudogene	100132049
HGNC:35850	RPS19P5	pseudogene	100131286
HGNC:36217	RPS19P6	pseudogene	100271078
HGNC:35550	RPS19P7	pseudogene	728509
HGNC:10405	RPS20	protein-coding gene	6224
HGNC:10408	RPS20P1	pseudogene	54025
HGNC:14195	RPS20P2	pseudogene	64726
HGNC:10406	RPS20P3	pseudogene	6225
HGNC:10407	RPS20P4	pseudogene	6226
HGNC:36367	RPS20P5	pseudogene	100270899
HGNC:35629	RPS20P6	pseudogene	100270900
HGNC:35911	RPS20P7	pseudogene	100270901
HGNC:35770	RPS20P8	pseudogene	100271079
HGNC:36472	RPS20P9	pseudogene	100271080
HGNC:36800	RPS20P10	pseudogene	100271081
HGNC:36084	RPS20P11	pseudogene	100271082
HGNC:36519	RPS20P12	pseudogene	100271083
HGNC:36071	RPS20P13	pseudogene	100271084
HGNC:36692	RPS20P14	pseudogene	440992
HGNC:36340	RPS20P15	pseudogene	100271085
HGNC:35851	RPS20P16	pseudogene	100271086
HGNC:35822	RPS20P17	pseudogene	100271088
HGNC:36937	RPS20P18	pseudogene	100271231
HGNC:36503	RPS20P19	pseudogene	644309
HGNC:36674	RPS20P20	pseudogene	100271233
HGNC:35993	RPS20P21	pseudogene	100271234
HGNC:36379	RPS20P22	pseudogene	100271087
HGNC:36146	RPS20P23	pseudogene	100271089
HGNC:36283	RPS20P24	pseudogene	100271232
HGNC:35866	RPS20P25	pseudogene	100271235
HGNC:36980	RPS20P26	pseudogene	646660
HGNC:36154	RPS20P27	pseudogene	729927
HGNC:36452	RPS20P28	pseudogene	100271560
HGNC:36237	RPS20P29	pseudogene	100271561
HGNC:36626	RPS20P30	pseudogene	100271562
HGNC:35767	RPS20P31	pseudogene	100271563
HGNC:36444	RPS20P32	pseudogene	100129306
HGNC:36725	RPS20P33	pseudogene	100271564
HGNC:36668	RPS20P34	pseudogene	100271565
HGNC:36929	RPS20P35	pseudogene	100271566
HGNC:10409	RPS21	protein-coding gene	6227
HGNC:36401	RPS21P1	pseudogene	100271090
HGNC:36191	RPS21P2	pseudogene	100132961
HGNC:36847	RPS21P3	pseudogene	100132993
HGNC:35922	RPS21P4	pseudogene	100128912
HGNC:36359	RPS21P5	pseudogene	100271236
HGNC:36317	RPS21P6	pseudogene	100271365
HGNC:35577	RPS21P7	pseudogene	100271366
HGNC:39705	RPS21P8	pseudogene	100873798
HGNC:10410	RPS23	protein-coding gene	6228
HGNC:16043	RPS23P1	pseudogene	93948
HGNC:36568	RPS23P2	pseudogene	391701
HGNC:35499	RPS23P3	pseudogene	100271091
HGNC:36633	RPS23P4	pseudogene	100271092
HGNC:35726	RPS23P5	pseudogene	100271093
HGNC:36511	RPS23P6	pseudogene	100271367
HGNC:43899	RPS23P7	pseudogene	100130106
HGNC:35982	RPS23P8	pseudogene	653658
HGNC:48341	RPS23P9	pseudogene	100419472
HGNC:48342	RPS23P10	pseudogene	100419471
HGNC:10411	RPS24	protein-coding gene	6229
HGNC:10412	RPS24P1	pseudogene	23756
HGNC:19791	RPS24P2	pseudogene	326321
HGNC:19797	RPS24P3	pseudogene	326322
HGNC:35852	RPS24P4	pseudogene	729257
HGNC:36026	RPS24P5	pseudogene	100271094
HGNC:36240	RPS24P6	pseudogene	100216339
HGNC:35737	RPS24P7	pseudogene	100216342
HGNC:37016	RPS24P8	pseudogene	100216336
HGNC:35711	RPS24P9	pseudogene	100132496
HGNC:36554	RPS24P10	pseudogene	100271097
HGNC:36050	RPS24P11	pseudogene	100128519
HGNC:35623	RPS24P12	pseudogene	100271098
HGNC:36805	RPS24P13	pseudogene	100216338
HGNC:35744	RPS24P14	pseudogene	100128423
HGNC:35665	RPS24P15	pseudogene	390107
HGNC:35542	RPS24P16	pseudogene	100216340
HGNC:36348	RPS24P17	pseudogene	100216341
HGNC:36745	RPS24P18	pseudogene	100271371
HGNC:35683	RPS24P19	pseudogene	100130183
HGNC:54883	RPS24P21	pseudogene	117751730
HGNC:10413	RPS25	protein-coding gene	6230
HGNC:34027	RPS25P1	pseudogene	283114
HGNC:36701	RPS25P2	pseudogene	100271100
HGNC:36073	RPS25P3	pseudogene	100271101
HGNC:35669	RPS25P4	pseudogene	391539
HGNC:35788	RPS25P5	pseudogene	100271102
HGNC:35532	RPS25P6	pseudogene	401206
HGNC:36585	RPS25P7	pseudogene	100271103
HGNC:36075	RPS25P8	pseudogene	100131196
HGNC:36936	RPS25P9	pseudogene	100271373
HGNC:36078	RPS25P10	pseudogene	100271372
HGNC:10414	RPS26	protein-coding gene	6231
HGNC:10415	RPS26P1	pseudogene	54024
HGNC:23662	RPS26P2	pseudogene	646753
HGNC:23411	RPS26P3	pseudogene	441386
HGNC:23775	RPS26P4	pseudogene	692146
HGNC:23776	RPS26P5	pseudogene	387495
HGNC:31090	RPS26P6	pseudogene	392256
HGNC:20077	RPS26P7	pseudogene	619443
HGNC:31329	RPS26P8	pseudogene	644191
HGNC:31821	RPS26P9	pseudogene	446209
HGNC:32201	RPS26P10	pseudogene	401470
HGNC:31817	RPS26P11	pseudogene	441502
HGNC:35487	RPS26P12	pseudogene	100271104
HGNC:35784	RPS26P13	pseudogene	100271106
HGNC:36992	RPS26P14	pseudogene	100270902
HGNC:35680	RPS26P15	pseudogene	644928
HGNC:35557	RPS26P16	pseudogene	730177
HGNC:36681	RPS26P17	pseudogene	391165
HGNC:35782	RPS26P18	pseudogene	100271108
HGNC:36377	RPS26P19	pseudogene	100271110
HGNC:36485	RPS26P20	pseudogene	644166
HGNC:36469	RPS26P21	pseudogene	100271105
HGNC:36261	RPS26P22	pseudogene	100271112
HGNC:36332	RPS26P23	pseudogene	100271107
HGNC:36917	RPS26P24	pseudogene	100271113
HGNC:35730	RPS26P25	pseudogene	728937
HGNC:36029	RPS26P26	pseudogene	100271109
HGNC:35636	RPS26P27	pseudogene	100271237
HGNC:36149	RPS26P28	pseudogene	643003
HGNC:36456	RPS26P29	pseudogene	442158
HGNC:35574	RPS26P30	pseudogene	100271111
HGNC:36614	RPS26P31	pseudogene	645979
HGNC:35753	RPS26P32	pseudogene	389472
HGNC:36227	RPS26P33	pseudogene	100271239
HGNC:36894	RPS26P34	pseudogene	100271114
HGNC:36229	RPS26P35	pseudogene	441377
HGNC:36561	RPS26P36	pseudogene	100271240
HGNC:36875	RPS26P37	pseudogene	100271238
HGNC:36406	RPS26P38	pseudogene	100129552
HGNC:36958	RPS26P39	pseudogene	100128168
HGNC:36906	RPS26P40	pseudogene	338611
HGNC:36062	RPS26P41	pseudogene	100271567
HGNC:36243	RPS26P42	pseudogene	100271568
HGNC:36675	RPS26P43	pseudogene	100271571
HGNC:36927	RPS26P44	pseudogene	100271569
HGNC:36944	RPS26P45	pseudogene	100271570
HGNC:35807	RPS26P46	pseudogene	100271572
HGNC:36368	RPS26P47	pseudogene	400156
HGNC:35519	RPS26P48	pseudogene	100271574
HGNC:35514	RPS26P49	pseudogene	100271575
HGNC:35615	RPS26P50	pseudogene	644934
HGNC:36254	RPS26P51	pseudogene	100271576
HGNC:36863	RPS26P52	pseudogene	100271577
HGNC:35582	RPS26P53	pseudogene	728823
HGNC:36868	RPS26P54	pseudogene	100131971
HGNC:36500	RPS26P55	pseudogene	100129650
HGNC:35858	RPS26P56	pseudogene	100271400
HGNC:36537	RPS26P57	pseudogene	100271401
HGNC:36571	RPS26P58	pseudogene	729188
HGNC:10416	RPS27	protein-coding gene	6232
HGNC:10417	RPS27A	protein-coding gene	6233
HGNC:17121	RPS27AP1	pseudogene	103911
HGNC:16572	RPS27AP2	pseudogene	140752
HGNC:16538	RPS27AP3	pseudogene	140714
HGNC:19775	RPS27AP4	pseudogene	326323
HGNC:36867	RPS27AP5	other	100271374
HGNC:36236	RPS27AP6	pseudogene	100271144
HGNC:35735	RPS27AP7	pseudogene	728971
HGNC:36361	RPS27AP8	pseudogene	100271375
HGNC:35630	RPS27AP9	pseudogene	100271376
HGNC:36570	RPS27AP10	pseudogene	100271377
HGNC:36126	RPS27AP11	pseudogene	728590
HGNC:35732	RPS27AP12	pseudogene	100130446
HGNC:36667	RPS27AP13	pseudogene	100130300
HGNC:36530	RPS27AP14	pseudogene	100271378
HGNC:35817	RPS27AP15	pseudogene	100271379
HGNC:36855	RPS27AP16	pseudogene	643358
HGNC:36877	RPS27AP17	pseudogene	392425
HGNC:52299	RPS27AP18	pseudogene	100419548
HGNC:52298	RPS27AP19	pseudogene	107985274
HGNC:54884	RPS27AP20	pseudogene	100128355
HGNC:18476	RPS27L	protein-coding gene	51065
HGNC:23740	RPS27P1	pseudogene	414228
HGNC:31035	RPS27P2	pseudogene	654390
HGNC:17445	RPS27P3	pseudogene	654365
HGNC:16694	RPS27P4	pseudogene	389112
HGNC:36734	RPS27P5	pseudogene	100271116
HGNC:36163	RPS27P6	pseudogene	100132488
HGNC:35622	RPS27P7	pseudogene	100131787
HGNC:36022	RPS27P8	pseudogene	653805
HGNC:36964	RPS27P9	pseudogene	100131572
HGNC:35961	RPS27P10	pseudogene	646233
HGNC:36014	RPS27P11	pseudogene	100271115
HGNC:35843	RPS27P12	pseudogene	100271117
HGNC:36203	RPS27P13	pseudogene	100130070
HGNC:35923	RPS27P14	pseudogene	100129279
HGNC:35863	RPS27P15	pseudogene	100271118
HGNC:36560	RPS27P16	pseudogene	100271119
HGNC:36291	RPS27P17	pseudogene	392748
HGNC:36296	RPS27P18	pseudogene	100271380
HGNC:36094	RPS27P19	pseudogene	100129905
HGNC:36333	RPS27P20	pseudogene	100271581
HGNC:35826	RPS27P21	pseudogene	100131905
HGNC:36090	RPS27P22	pseudogene	100131418
HGNC:35716	RPS27P23	pseudogene	100130775
HGNC:37005	RPS27P24	pseudogene	100133668
HGNC:36020	RPS27P25	pseudogene	100271584
HGNC:36904	RPS27P26	pseudogene	100271583
HGNC:36043	RPS27P27	pseudogene	100271585
HGNC:36748	RPS27P28	pseudogene	100271586
HGNC:36516	RPS27P29	pseudogene	100132291
HGNC:10418	RPS28	protein-coding gene	6234
HGNC:23561	RPS28P1	pseudogene	652980
HGNC:36211	RPS28P2	pseudogene	100271120
HGNC:36589	RPS28P3	pseudogene	644862
HGNC:36208	RPS28P4	pseudogene	645899
HGNC:36802	RPS28P5	pseudogene	100271121
HGNC:36085	RPS28P6	pseudogene	728453
HGNC:35787	RPS28P7	pseudogene	646195
HGNC:36938	RPS28P8	pseudogene	100271381
HGNC:36193	RPS28P9	pseudogene	650788
HGNC:10419	RPS29	protein-coding gene	6235
HGNC:19783	RPS29P1	pseudogene	122449
HGNC:31083	RPS29P2	pseudogene	619452
HGNC:31363	RPS29P3	pseudogene	642892
HGNC:35908	RPS29P4	pseudogene	100271123
HGNC:35584	RPS29P5	pseudogene	100271124
HGNC:35718	RPS29P6	pseudogene	100270903
HGNC:36594	RPS29P7	pseudogene	100128377
HGNC:36915	RPS29P8	pseudogene	100132376
HGNC:36913	RPS29P9	pseudogene	648343
HGNC:37006	RPS29P10	pseudogene	100132037
HGNC:36413	RPS29P11	pseudogene	100129902
HGNC:36458	RPS29P12	pseudogene	100131173
HGNC:35818	RPS29P13	pseudogene	100271122
HGNC:36471	RPS29P14	pseudogene	100129599
HGNC:35876	RPS29P15	pseudogene	100271241
HGNC:35560	RPS29P16	pseudogene	100132499
HGNC:35479	RPS29P17	pseudogene	100129379
HGNC:37004	RPS29P18	pseudogene	643284
HGNC:36118	RPS29P19	pseudogene	100271383
HGNC:36491	RPS29P20	pseudogene	100271587
HGNC:36479	RPS29P21	pseudogene	100129542
HGNC:35799	RPS29P22	pseudogene	100271384
HGNC:35779	RPS29P23	pseudogene	100271588
HGNC:35794	RPS29P24	pseudogene	100271589
HGNC:35649	RPS29P25	pseudogene	100271590
HGNC:36490	RPS29P26	pseudogene	100271591
HGNC:35836	RPS29P27	pseudogene	100271592
HGNC:36830	RPS29P28	pseudogene	100271402
HGNC:52362	RPS29P29	pseudogene	109729145
HGNC:52363	RPS29P30	pseudogene	107987273
HGNC:52364	RPS29P31	pseudogene	109729124
HGNC:52365	RPS29P32	pseudogene	109729158
HGNC:52366	RPS29P33	pseudogene	107987018
HGNC:6502	RPSA	protein-coding gene	3921
HGNC:16560	RPSAP1	pseudogene	170529
HGNC:18771	RPSAP2	pseudogene	442181
HGNC:19792	RPSAP3	pseudogene	158674
HGNC:20018	RPSAP4	pseudogene	145259
HGNC:20139	RPSAP5	pseudogene	319129
HGNC:31458	RPSAP6	pseudogene	414254
HGNC:31461	RPSAP7	pseudogene	654506
HGNC:31462	RPSAP8	pseudogene	643617
HGNC:31463	RPSAP9	pseudogene	653162
HGNC:31460	RPSAP10	pseudogene	401638
HGNC:6503	RPSAP11	pseudogene	645326
HGNC:6504	RPSAP12	pseudogene	387867
HGNC:6505	RPSAP13	pseudogene	3923
HGNC:6506	RPSAP14	pseudogene	3924
HGNC:31464	RPSAP15	pseudogene	220885
HGNC:35478	RPSAP16	pseudogene	100270872
HGNC:35707	RPSAP17	pseudogene	100270873
HGNC:36106	RPSAP18	pseudogene	388707
HGNC:36508	RPSAP19	pseudogene	730029
HGNC:35595	RPSAP20	pseudogene	127406
HGNC:36928	RPSAP21	pseudogene	729079
HGNC:36435	RPSAP22	pseudogene	100270874
HGNC:36742	RPSAP23	pseudogene	100270875
HGNC:36362	RPSAP24	pseudogene	391462
HGNC:36405	RPSAP25	pseudogene	129841
HGNC:36195	RPSAP26	pseudogene	729209
HGNC:36650	RPSAP27	pseudogene	130429
HGNC:35612	RPSAP28	pseudogene	391387
HGNC:36680	RPSAP29	pseudogene	389141
HGNC:35861	RPSAP30	pseudogene	728126
HGNC:35558	RPSAP31	pseudogene	391598
HGNC:50310	RPSAP32	pseudogene	402123
HGNC:35556	RPSAP33	pseudogene	647158
HGNC:36643	RPSAP34	pseudogene	100270876
HGNC:36447	RPSAP35	pseudogene	100270916
HGNC:35727	RPSAP36	pseudogene	100128888
HGNC:35844	RPSAP37	pseudogene	100270915
HGNC:35963	RPSAP38	pseudogene	100130676
HGNC:37040	RPSAP39	pseudogene	100131161
HGNC:36828	RPSAP40	pseudogene	100270917
HGNC:36663	RPSAP41	pseudogene	100270918
HGNC:36265	RPSAP42	pseudogene	100270919
HGNC:35501	RPSAP43	pseudogene	643954
HGNC:36891	RPSAP44	pseudogene	652411
HGNC:35857	RPSAP45	pseudogene	728562
HGNC:36082	RPSAP46	pseudogene	652624
HGNC:36162	RPSAP47	pseudogene	389672
HGNC:36646	RPSAP48	pseudogene	392262
HGNC:35660	RPSAP49	pseudogene	401537
HGNC:35896	RPSAP50	pseudogene	644109
HGNC:36224	RPSAP51	pseudogene	100271267
HGNC:35752	RPSAP52	pseudogene	204010
HGNC:36641	RPSAP53	pseudogene	400141
HGNC:36373	RPSAP54	pseudogene	642641
HGNC:36921	RPSAP55	pseudogene	388122
HGNC:36018	RPSAP56	pseudogene	645656
HGNC:35889	RPSAP57	pseudogene	390857
HGNC:36809	RPSAP58	other	388524
HGNC:36957	RPSAP59	pseudogene	100271148
HGNC:36331	RPSAP60	pseudogene	100271149
HGNC:36760	RPSAP61	pseudogene	644464
HGNC:35583	RPSAP62	pseudogene	100131469
HGNC:35581	RPSAP63	pseudogene	100270755
HGNC:39642	RPSAP64	pseudogene	100873797
HGNC:51914	RPSAP65	pseudogene	107075109
HGNC:51916	RPSAP66	pseudogene	107075110
HGNC:51918	RPSAP67	pseudogene	107075111
HGNC:51920	RPSAP68	pseudogene	100996520
HGNC:51922	RPSAP69	pseudogene	101927158
HGNC:51923	RPSAP70	pseudogene	105377595
HGNC:51924	RPSAP71	pseudogene	107075249
HGNC:51925	RPSAP72	pseudogene	107075112
HGNC:51926	RPSAP73	pseudogene	107075250
HGNC:51928	RPSAP74	pseudogene	107075113
HGNC:51929	RPSAP75	pseudogene	107075114
HGNC:51930	RPSAP76	pseudogene	101927006
HGNC:26809	RPTN	protein-coding gene	126638
HGNC:30287	RPTOR	protein-coding gene	57521
HGNC:14173	RPUSD1	protein-coding gene	113000
HGNC:24180	RPUSD2	protein-coding gene	27079
HGNC:28437	RPUSD3	protein-coding gene	285367
HGNC:25898	RPUSD4	protein-coding gene	84881
HGNC:10446	RRAD	protein-coding gene	6236
HGNC:16963	RRAGA	protein-coding gene	10670
HGNC:20242	RRAGAP1	pseudogene	100462776
HGNC:19901	RRAGB	protein-coding gene	10325
HGNC:19902	RRAGC	protein-coding gene	64121
HGNC:19903	RRAGD	protein-coding gene	58528
HGNC:10447	RRAS	protein-coding gene	6237
HGNC:17271	RRAS2	protein-coding gene	22800
HGNC:54561	RRAS2P1	pseudogene	100133211
HGNC:54562	RRAS2P2	pseudogene	100384885
HGNC:10448	RRBP1	protein-coding gene	6238
HGNC:10449	RREB1	protein-coding gene	6239
HGNC:10450	RRH	protein-coding gene	10692
HGNC:10451	RRM1	protein-coding gene	6240
HGNC:40512	RRM1-AS1	non-coding RNA	106478966
HGNC:10452	RRM2	protein-coding gene	6241
HGNC:17296	RRM2B	protein-coding gene	50484
HGNC:10454	RRM2P2	pseudogene	6244
HGNC:10455	RRM2P3	pseudogene	100420159
HGNC:10456	RRM2P4	pseudogene	6246
HGNC:30346	RRN3	protein-coding gene	54700
HGNC:30548	RRN3P1	pseudogene	730092
HGNC:37619	RRN3P2	pseudogene	653390
HGNC:37620	RRN3P3	pseudogene	100131998
HGNC:54536	RRN3P4	pseudogene	100129955
HGNC:24273	RRNAD1	protein-coding gene	51093
HGNC:18785	RRP1	protein-coding gene	8568
HGNC:23818	RRP1B	protein-coding gene	23076
HGNC:24286	RRP7A	protein-coding gene	27341
HGNC:30454	RRP7BP	pseudogene	91695
HGNC:29030	RRP8	protein-coding gene	23378
HGNC:16829	RRP9	protein-coding gene	9136
HGNC:29100	RRP12	protein-coding gene	23223
HGNC:24255	RRP15	protein-coding gene	51018
HGNC:21374	RRP36	protein-coding gene	88745
HGNC:17083	RRS1	protein-coding gene	23212
HGNC:50465	RRS1-AS1	non-coding RNA	100505676
HGNC:10457	RS1	protein-coding gene	6247
HGNC:25634	RSAD1	protein-coding gene	55316
HGNC:30908	RSAD2	protein-coding gene	91543
HGNC:25642	RSBN1	protein-coding gene	54665
HGNC:24765	RSBN1L	protein-coding gene	222194
HGNC:10458	RSC1A1	protein-coding gene	6248
HGNC:18118	RSF1	protein-coding gene	51773
HGNC:41439	RSF1-IT1	non-coding RNA	100874308
HGNC:41438	RSF1-IT2	non-coding RNA	100874307
HGNC:26314	RSKR	protein-coding gene	124923
HGNC:24534	RSL1D1	protein-coding gene	26156
HGNC:55337	RSL1D1-DT	non-coding RNA	105371084
HGNC:18479	RSL24D1	protein-coding gene	51187
HGNC:13979	RSL24D1P1	pseudogene	100129755
HGNC:37867	RSL24D1P2	pseudogene	100129162
HGNC:37883	RSL24D1P3	pseudogene	100130721
HGNC:37884	RSL24D1P4	pseudogene	391183
HGNC:37870	RSL24D1P5	pseudogene	100129941
HGNC:37876	RSL24D1P6	pseudogene	140757
HGNC:37877	RSL24D1P7	pseudogene	100129861
HGNC:37873	RSL24D1P8	pseudogene	100462809
HGNC:37880	RSL24D1P9	pseudogene	100128991
HGNC:37875	RSL24D1P10	pseudogene	100130699
HGNC:37881	RSL24D1P11	pseudogene	284288
HGNC:12371	RSPH1	protein-coding gene	89765
HGNC:21054	RSPH3	protein-coding gene	83861
HGNC:21558	RSPH4A	protein-coding gene	345895
HGNC:14241	RSPH6A	protein-coding gene	81492
HGNC:21057	RSPH9	protein-coding gene	221421
HGNC:27362	RSPH10B	protein-coding gene	222967
HGNC:34385	RSPH10B2	protein-coding gene	728194
HGNC:13437	RSPH14	protein-coding gene	27156
HGNC:21679	RSPO1	protein-coding gene	284654
HGNC:28583	RSPO2	protein-coding gene	340419
HGNC:20866	RSPO3	protein-coding gene	84870
HGNC:16175	RSPO4	protein-coding gene	343637
HGNC:29420	RSPRY1	protein-coding gene	89970
HGNC:24152	RSRC1	protein-coding gene	51319
HGNC:30559	RSRC2	protein-coding gene	65117
HGNC:25234	RSRP1	protein-coding gene	57035
HGNC:10464	RSU1	protein-coding gene	6251
HGNC:31114	RSU1P1	pseudogene	100129622
HGNC:44391	RSU1P2	pseudogene	100133308
HGNC:44392	RSU1P3	pseudogene	100419964
HGNC:30310	RTBDN	protein-coding gene	83546
HGNC:17981	RTCA	protein-coding gene	8634
HGNC:50573	RTCA-AS1	non-coding RNA	100506007
HGNC:26935	RTCB	protein-coding gene	51493
HGNC:15888	RTEL1	protein-coding gene	51750
HGNC:44095	RTEL1-TNFRSF6B	other	100533107
HGNC:44213	RTEL1P1	pseudogene	100421429
HGNC:28996	RTF1	protein-coding gene	23168
HGNC:15890	RTF2	protein-coding gene	51507
HGNC:10466	RTKN	protein-coding gene	6242
HGNC:19364	RTKN2	protein-coding gene	219790
HGNC:14665	RTL1	protein-coding gene	388015
HGNC:22997	RTL3	protein-coding gene	203430
HGNC:25214	RTL4	protein-coding gene	340595
HGNC:29430	RTL5	protein-coding gene	340526
HGNC:13343	RTL6	protein-coding gene	84247
HGNC:24514	RTL8A	protein-coding gene	26071
HGNC:33156	RTL8B	protein-coding gene	441518
HGNC:2569	RTL8C	protein-coding gene	8933
HGNC:29245	RTL9	protein-coding gene	57529
HGNC:26112	RTL10	protein-coding gene	79680
HGNC:10467	RTN1	protein-coding gene	6252
HGNC:10468	RTN2	protein-coding gene	6253
HGNC:10469	RTN3	protein-coding gene	10313
HGNC:19212	RTN3P1	pseudogene	152905
HGNC:14085	RTN4	protein-coding gene	57142
HGNC:18647	RTN4IP1	protein-coding gene	84816
HGNC:18601	RTN4R	protein-coding gene	65078
HGNC:21329	RTN4RL1	protein-coding gene	146760
HGNC:23053	RTN4RL2	protein-coding gene	349667
HGNC:28580	RTP1	protein-coding gene	132112
HGNC:32486	RTP2	protein-coding gene	344892
HGNC:15572	RTP3	protein-coding gene	83597
HGNC:23992	RTP4	protein-coding gene	64108
HGNC:26585	RTP5	protein-coding gene	285093
HGNC:23169	RTRAF	protein-coding gene	51637
HGNC:54647	RTRAFP1	pseudogene	100420892
HGNC:54648	RTRAFP2	pseudogene	100420911
HGNC:18654	RTTN	protein-coding gene	25914
HGNC:28991	RUBCN	protein-coding gene	9711
HGNC:20420	RUBCNL	protein-coding gene	80183
HGNC:19760	RUFY1	protein-coding gene	80230
HGNC:40903	RUFY1-AS1	non-coding RNA	101928445
HGNC:19761	RUFY2	protein-coding gene	55680
HGNC:30285	RUFY3	protein-coding gene	22902
HGNC:24804	RUFY4	protein-coding gene	285180
HGNC:25418	RUNDC1	protein-coding gene	146923
HGNC:16984	RUNDC3A	protein-coding gene	10900
HGNC:51344	RUNDC3A-AS1	non-coding RNA	101926996
HGNC:30286	RUNDC3B	protein-coding gene	154661
HGNC:10471	RUNX1	protein-coding gene	861
HGNC:16623	RUNX1-IT1	non-coding RNA	80215
HGNC:1535	RUNX1T1	protein-coding gene	862
HGNC:10472	RUNX2	protein-coding gene	860
HGNC:53512	RUNX2-AS1	non-coding RNA	105375077
HGNC:10473	RUNX3	protein-coding gene	864
HGNC:40513	RUNX3-AS1	non-coding RNA	105376878
HGNC:17153	RUSC1	protein-coding gene	23623
HGNC:26680	RUSC1-AS1	non-coding RNA	284618
HGNC:23625	RUSC2	protein-coding gene	9853
HGNC:25848	RUSF1	protein-coding gene	64755
HGNC:10474	RUVBL1	protein-coding gene	8607
HGNC:40514	RUVBL1-AS1	non-coding RNA	100874089
HGNC:10475	RUVBL2	protein-coding gene	10856
HGNC:55128	RUVBL2P1	pseudogene	392538
HGNC:20993	RWDD1	protein-coding gene	51389
HGNC:31055	RWDD1P1	pseudogene	404551
HGNC:31794	RWDD1P3	pseudogene	727789
HGNC:21385	RWDD2A	protein-coding gene	112611
HGNC:1302	RWDD2B	protein-coding gene	10069
HGNC:21393	RWDD3	protein-coding gene	25950
HGNC:23750	RWDD4	protein-coding gene	201965
HGNC:23753	RWDD4P1	pseudogene	100419903
HGNC:23754	RWDD4P2	pseudogene	647009
HGNC:19718	RXFP1	protein-coding gene	59350
HGNC:17318	RXFP2	protein-coding gene	122042
HGNC:24883	RXFP3	protein-coding gene	51289
HGNC:14666	RXFP4	protein-coding gene	339403
HGNC:10477	RXRA	protein-coding gene	6256
