hgnc_id	symbol	locus_group	entrez_id
HGNC:24138	DNAJC5B	protein-coding gene	85479
HGNC:24844	DNAJC5G	protein-coding gene	285126
HGNC:15469	DNAJC6	protein-coding gene	9829
HGNC:12392	DNAJC7	protein-coding gene	7266
HGNC:15470	DNAJC8	protein-coding gene	22826
HGNC:19928	DNAJC8P1	pseudogene	319111
HGNC:19123	DNAJC9	protein-coding gene	23234
HGNC:31432	DNAJC9-AS1	non-coding RNA	414245
HGNC:24637	DNAJC10	protein-coding gene	54431
HGNC:25570	DNAJC11	protein-coding gene	55735
HGNC:28908	DNAJC12	protein-coding gene	56521
HGNC:30343	DNAJC13	protein-coding gene	23317
HGNC:24581	DNAJC14	protein-coding gene	85406
HGNC:20325	DNAJC15	protein-coding gene	29103
HGNC:29157	DNAJC16	protein-coding gene	23341
HGNC:25556	DNAJC17	protein-coding gene	55192
HGNC:54782	DNAJC17P1	pseudogene	645314
HGNC:28429	DNAJC18	protein-coding gene	202052
HGNC:30528	DNAJC19	protein-coding gene	131118
HGNC:45064	DNAJC19P1	pseudogene	100129853
HGNC:45065	DNAJC19P2	pseudogene	100861445
HGNC:45066	DNAJC19P3	pseudogene	100861443
HGNC:45067	DNAJC19P4	pseudogene	106480691
HGNC:45068	DNAJC19P5	pseudogene	100861453
HGNC:45069	DNAJC19P6	pseudogene	100861449
HGNC:45070	DNAJC19P7	pseudogene	100861458
HGNC:45071	DNAJC19P8	pseudogene	100861455
HGNC:45072	DNAJC19P9	pseudogene	644589
HGNC:27030	DNAJC21	protein-coding gene	134218
HGNC:25802	DNAJC22	protein-coding gene	79962
HGNC:26979	DNAJC24	protein-coding gene	120526
HGNC:34187	DNAJC25	protein-coding gene	548645
HGNC:37501	DNAJC25-GNG10	other	552891
HGNC:30290	DNAJC27	protein-coding gene	51277
HGNC:42943	DNAJC27-AS1	non-coding RNA	729723
HGNC:1297	DNAJC28	protein-coding gene	54943
HGNC:16410	DNAJC30	protein-coding gene	84277
HGNC:23247	DNAL1	protein-coding gene	83544
HGNC:2955	DNAL4	protein-coding gene	10126
HGNC:14353	DNALI1	protein-coding gene	7802
HGNC:2956	DNASE1	protein-coding gene	1773
HGNC:2957	DNASE1L1	protein-coding gene	1774
HGNC:2958	DNASE1L2	protein-coding gene	1775
HGNC:2959	DNASE1L3	protein-coding gene	1776
HGNC:2960	DNASE2	protein-coding gene	1777
HGNC:28875	DNASE2B	protein-coding gene	58511
HGNC:23799	DND1	protein-coding gene	373863
HGNC:31444	DND1P1	pseudogene	644157
HGNC:31445	DND1P2	pseudogene	644256
HGNC:24456	DNER	protein-coding gene	92737
HGNC:26532	DNHD1	protein-coding gene	144132
HGNC:33879	DNLZ	protein-coding gene	728489
HGNC:2972	DNM1	protein-coding gene	1759
HGNC:2973	DNM1L	protein-coding gene	10059
HGNC:21122	DNM1P5	pseudogene	728770
HGNC:21126	DNM1P9	pseudogene	400403
HGNC:21134	DNM1P17	pseudogene	100131084
HGNC:21135	DNM1P18	pseudogene	387553
HGNC:21136	DNM1P19	pseudogene	387554
HGNC:35171	DNM1P24	pseudogene	100216505
HGNC:35172	DNM1P25	pseudogene	100216506
HGNC:35173	DNM1P26	pseudogene	100216507
HGNC:35174	DNM1P27	pseudogene	100216514
HGNC:35175	DNM1P28	pseudogene	100132031
HGNC:35176	DNM1P29	pseudogene	100132204
HGNC:35177	DNM1P30	pseudogene	728388
HGNC:35178	DNM1P31	pseudogene	644153
HGNC:35179	DNM1P32	pseudogene	100132100
HGNC:35180	DNM1P33	pseudogene	554175
HGNC:35181	DNM1P34	pseudogene	729809
HGNC:35182	DNM1P35	pseudogene	100128285
HGNC:35186	DNM1P36	pseudogene	100216515
HGNC:35187	DNM1P37	pseudogene	100216516
HGNC:35188	DNM1P38	pseudogene	100216517
HGNC:35189	DNM1P39	pseudogene	100216518
HGNC:35190	DNM1P40	pseudogene	400433
HGNC:35191	DNM1P41	pseudogene	440299
HGNC:35193	DNM1P43	pseudogene	100216466
HGNC:35194	DNM1P44	pseudogene	440303
HGNC:35195	DNM1P45	pseudogene	100216542
HGNC:35199	DNM1P46	pseudogene	196968
HGNC:35200	DNM1P47	pseudogene	100216544
HGNC:38801	DNM1P48	pseudogene	100418739
HGNC:47040	DNM1P49	pseudogene	730058
HGNC:48499	DNM1P50	pseudogene	101927579
HGNC:48500	DNM1P51	pseudogene	109729113
HGNC:2974	DNM2	protein-coding gene	1785
HGNC:29125	DNM3	protein-coding gene	26052
HGNC:41494	DNM3-IT1	non-coding RNA	100874284
HGNC:41228	DNM3OS	non-coding RNA	100628315
HGNC:30373	DNMBP	protein-coding gene	23268
HGNC:20431	DNMBP-AS1	non-coding RNA	100188954
HGNC:2976	DNMT1	protein-coding gene	1786
HGNC:2978	DNMT3A	protein-coding gene	1788
HGNC:23164	DNMT3AP1	pseudogene	130802
HGNC:2979	DNMT3B	protein-coding gene	1789
HGNC:2980	DNMT3L	protein-coding gene	29947
HGNC:40189	DNMT3L-AS1	non-coding RNA	105372833
HGNC:2981	DNPEP	protein-coding gene	23549
HGNC:21218	DNPH1	protein-coding gene	10591
HGNC:2983	DNTT	protein-coding gene	1791
HGNC:16160	DNTTIP1	protein-coding gene	116092
HGNC:24013	DNTTIP2	protein-coding gene	30836
HGNC:2985	DOC2A	protein-coding gene	8448
HGNC:2986	DOC2B	protein-coding gene	8447
HGNC:37962	DOC2GP	pseudogene	390213
HGNC:2987	DOCK1	protein-coding gene	1793
HGNC:2988	DOCK2	protein-coding gene	1794
HGNC:2989	DOCK3	protein-coding gene	1795
HGNC:19192	DOCK4	protein-coding gene	9732
HGNC:40876	DOCK4-AS1	non-coding RNA	100506413
HGNC:23476	DOCK5	protein-coding gene	80005
HGNC:19189	DOCK6	protein-coding gene	57572
HGNC:19190	DOCK7	protein-coding gene	85440
HGNC:19191	DOCK8	protein-coding gene	81704
HGNC:26436	DOCK8-AS1	non-coding RNA	157983
HGNC:14132	DOCK9	protein-coding gene	23348
HGNC:40672	DOCK9-AS1	non-coding RNA	100874096
HGNC:43696	DOCK9-DT	non-coding RNA	100861541
HGNC:23479	DOCK10	protein-coding gene	55619
HGNC:23483	DOCK11	protein-coding gene	139818
HGNC:31719	DOCK11P1	pseudogene	100132537
HGNC:28662	DOHH	protein-coding gene	83475
HGNC:2990	DOK1	protein-coding gene	1796
HGNC:2991	DOK2	protein-coding gene	9046
HGNC:24583	DOK3	protein-coding gene	79930
HGNC:19868	DOK4	protein-coding gene	55715
HGNC:16173	DOK5	protein-coding gene	55816
HGNC:28301	DOK6	protein-coding gene	220164
HGNC:26594	DOK7	protein-coding gene	285489
HGNC:23406	DOLK	protein-coding gene	22845
HGNC:29565	DOLPP1	protein-coding gene	57171
HGNC:2993	DONSON	protein-coding gene	29980
HGNC:21194	DOP1A	protein-coding gene	23033
HGNC:1291	DOP1B	protein-coding gene	9980
HGNC:24948	DOT1L	protein-coding gene	84444
HGNC:2995	DPAGT1	protein-coding gene	1798
HGNC:24542	DPCD	protein-coding gene	25911
HGNC:3002	DPEP1	protein-coding gene	1800
HGNC:23028	DPEP2	protein-coding gene	64174
HGNC:52385	DPEP2NB	protein-coding gene	100131303
HGNC:23029	DPEP3	protein-coding gene	64180
HGNC:20225	DPF1	protein-coding gene	8193
HGNC:9964	DPF2	protein-coding gene	5977
HGNC:17427	DPF3	protein-coding gene	8110
HGNC:3003	DPH1	protein-coding gene	1801
HGNC:3004	DPH2	protein-coding gene	1802
HGNC:27717	DPH3	protein-coding gene	285381
HGNC:16136	DPH3P1	other	100132911
HGNC:38719	DPH3P2	pseudogene	106478926
HGNC:24270	DPH5	protein-coding gene	51611
HGNC:30543	DPH6	protein-coding gene	89978
HGNC:44147	DPH6-DT	non-coding RNA	100507466
HGNC:25199	DPH7	protein-coding gene	92715
HGNC:3005	DPM1	protein-coding gene	8813
HGNC:3006	DPM2	protein-coding gene	8818
HGNC:3007	DPM3	protein-coding gene	54344
HGNC:3008	DPP3	protein-coding gene	10072
HGNC:51349	DPP3P1	pseudogene	391657
HGNC:51350	DPP3P2	pseudogene	138971
HGNC:3009	DPP4	protein-coding gene	1803
HGNC:40191	DPP4-DT	non-coding RNA	100131604
HGNC:3010	DPP6	protein-coding gene	1804
HGNC:14892	DPP7	protein-coding gene	29952
HGNC:16490	DPP8	protein-coding gene	54878
HGNC:18648	DPP9	protein-coding gene	91039
HGNC:50706	DPP9-AS1	non-coding RNA	100131094
HGNC:20823	DPP10	protein-coding gene	57628
HGNC:40941	DPP10-AS1	non-coding RNA	389023
HGNC:40940	DPP10-AS2	non-coding RNA	106478969
HGNC:40939	DPP10-AS3	non-coding RNA	101927591
HGNC:19197	DPPA2	protein-coding gene	151871
HGNC:38448	DPPA2P1	pseudogene	100421137
HGNC:44627	DPPA2P2	pseudogene	100128503
HGNC:44628	DPPA2P3	pseudogene	100128023
HGNC:44629	DPPA2P4	pseudogene	100131777
HGNC:19199	DPPA3	protein-coding gene	359787
HGNC:32345	DPPA3P1	pseudogene	728493
HGNC:20417	DPPA3P2	pseudogene	400206
HGNC:49062	DPPA3P3	pseudogene	106481963
HGNC:19200	DPPA4	protein-coding gene	55211
HGNC:44903	DPPA4P1	pseudogene	100421156
HGNC:19201	DPPA5	protein-coding gene	340168
HGNC:43752	DPPA5P1	pseudogene	646382
HGNC:43754	DPPA5P2	pseudogene	100874380
HGNC:44688	DPPA5P3	pseudogene	100528006
HGNC:49665	DPPA5P4	pseudogene	646701
HGNC:32166	DPRX	protein-coding gene	503834
HGNC:32167	DPRXP1	pseudogene	503641
HGNC:32168	DPRXP2	pseudogene	503643
HGNC:32169	DPRXP3	pseudogene	503644
HGNC:32170	DPRXP4	pseudogene	503645
HGNC:32171	DPRXP5	pseudogene	503646
HGNC:32172	DPRXP6	pseudogene	503647
HGNC:32173	DPRXP7	pseudogene	503648
HGNC:3011	DPT	protein-coding gene	1805
HGNC:22205	DPY19L1	protein-coding gene	23333
HGNC:22395	DPY19L1P1	pseudogene	100129460
HGNC:22851	DPY19L1P2	pseudogene	102724668
HGNC:19414	DPY19L2	protein-coding gene	283417
HGNC:22305	DPY19L2P1	pseudogene	554236
HGNC:21764	DPY19L2P2	pseudogene	349152
HGNC:22367	DPY19L2P3	pseudogene	442524
HGNC:22176	DPY19L2P4	pseudogene	442523
HGNC:51620	DPY19L2P5	pseudogene	106480421
HGNC:27120	DPY19L3	protein-coding gene	147991
HGNC:55307	DPY19L3-DT	non-coding RNA	400684
HGNC:27829	DPY19L4	protein-coding gene	286148
HGNC:53907	DPY19L4P1	pseudogene	100131533
HGNC:53908	DPY19L4P2	pseudogene	100420073
HGNC:24590	DPY30	protein-coding gene	84661
HGNC:3012	DPYD	protein-coding gene	1806
HGNC:40195	DPYD-AS1	non-coding RNA	100873932
HGNC:40196	DPYD-AS2	non-coding RNA	100873933
HGNC:41326	DPYD-IT1	non-coding RNA	100874267
HGNC:3013	DPYS	protein-coding gene	1807
HGNC:3014	DPYSL2	protein-coding gene	1808
HGNC:3015	DPYSL3	protein-coding gene	1809
HGNC:3016	DPYSL4	protein-coding gene	10570
HGNC:20637	DPYSL5	protein-coding gene	56896
HGNC:20410	DQX1	protein-coding gene	165545
HGNC:3017	DR1	protein-coding gene	1810
HGNC:27082	DRAIC	non-coding RNA	145837
HGNC:25645	DRAM1	protein-coding gene	55332
HGNC:28769	DRAM2	protein-coding gene	128338
HGNC:3019	DRAP1	protein-coding gene	10589
HGNC:25054	DRAXIN	protein-coding gene	374946
HGNC:44334	DRAXINP1	pseudogene	100128801
HGNC:24245	DRC1	protein-coding gene	92749
HGNC:25384	DRC3	protein-coding gene	83450
HGNC:25289	DRC7	protein-coding gene	84229
HGNC:3020	DRD1	protein-coding gene	1812
HGNC:3023	DRD2	protein-coding gene	1813
HGNC:3024	DRD3	protein-coding gene	1814
HGNC:3025	DRD4	protein-coding gene	1815
HGNC:3026	DRD5	protein-coding gene	1816
HGNC:3027	DRD5P1	pseudogene	1817
HGNC:3028	DRD5P2	pseudogene	1818
HGNC:3029	DRG1	protein-coding gene	4733
HGNC:54701	DRG1P1	pseudogene	151457
HGNC:3030	DRG2	protein-coding gene	1819
HGNC:21536	DRGX	protein-coding gene	644168
HGNC:28031	DRICH1	protein-coding gene	51233
HGNC:17904	DROSHA	protein-coding gene	29102
HGNC:3032	DRP2	protein-coding gene	1821
HGNC:3035	DSC1	protein-coding gene	1823
HGNC:3036	DSC2	protein-coding gene	1824
HGNC:3037	DSC3	protein-coding gene	1825
HGNC:3039	DSCAM	protein-coding gene	1826
HGNC:40197	DSCAM-AS1	non-coding RNA	100506492
HGNC:41327	DSCAM-IT1	non-coding RNA	100874326
HGNC:14656	DSCAML1	protein-coding gene	57453
HGNC:51116	DSCAS	non-coding RNA	101927698
HGNC:24453	DSCC1	protein-coding gene	79075
HGNC:3045	DSCR4	non-coding RNA	10281
HGNC:41328	DSCR4-IT1	non-coding RNA	100874327
HGNC:16707	DSCR8	non-coding RNA	84677
HGNC:16301	DSCR9	non-coding RNA	257203
HGNC:16302	DSCR10	non-coding RNA	259234
HGNC:21144	DSE	protein-coding gene	29940
HGNC:18144	DSEL	protein-coding gene	92126
HGNC:55325	DSEL-AS1	non-coding RNA	643542
HGNC:3048	DSG1	protein-coding gene	1828
HGNC:51115	DSG1-AS1	non-coding RNA	101927718
HGNC:3049	DSG2	protein-coding gene	1829
HGNC:51311	DSG2-AS1	non-coding RNA	100652770
HGNC:3050	DSG3	protein-coding gene	1830
HGNC:21307	DSG4	protein-coding gene	147409
HGNC:16165	DSN1	protein-coding gene	79980
HGNC:3052	DSP	protein-coding gene	1832
HGNC:3054	DSPP	protein-coding gene	1834
HGNC:1090	DST	protein-coding gene	667
HGNC:40098	DST-AS1	non-coding RNA	101930010
HGNC:15750	DSTN	protein-coding gene	11034
HGNC:23769	DSTNP1	pseudogene	387492
HGNC:34546	DSTNP2	pseudogene	171220
HGNC:34547	DSTNP3	pseudogene	100287016
HGNC:44548	DSTNP4	pseudogene	729454
HGNC:44549	DSTNP5	pseudogene	100132132
HGNC:29043	DSTYK	protein-coding gene	25778
HGNC:16219	DTD1	protein-coding gene	92675
HGNC:40762	DTD1-AS1	non-coding RNA	101929526
HGNC:20277	DTD2	protein-coding gene	112487
HGNC:37261	DTHD1	protein-coding gene	401124
HGNC:30288	DTL	protein-coding gene	51514
HGNC:3057	DTNA	protein-coding gene	1837
HGNC:3058	DTNB	protein-coding gene	1838
HGNC:40198	DTNB-AS1	non-coding RNA	101929272
HGNC:17328	DTNBP1	protein-coding gene	84062
HGNC:30926	DTWD1	protein-coding gene	56986
HGNC:19334	DTWD2	protein-coding gene	285605
HGNC:3060	DTX1	protein-coding gene	1840
HGNC:15973	DTX2	protein-coding gene	113878
HGNC:42352	DTX2P1	pseudogene	107161144
HGNC:42360	DTX2P1-UPK3BP1-PMS2P11	other	441263
HGNC:24457	DTX3	protein-coding gene	196403
HGNC:30323	DTX3L	protein-coding gene	151636
HGNC:29151	DTX4	protein-coding gene	23220
HGNC:3061	DTYMK	protein-coding gene	1841
HGNC:48569	DUBR	non-coding RNA	344595
HGNC:3062	DUOX1	protein-coding gene	53905
HGNC:13273	DUOX2	protein-coding gene	50506
HGNC:26507	DUOXA1	protein-coding gene	90527
HGNC:32698	DUOXA2	protein-coding gene	405753
HGNC:30086	DUS1L	protein-coding gene	64118
HGNC:26014	DUS2	protein-coding gene	54920
HGNC:26920	DUS3L	protein-coding gene	56931
HGNC:21517	DUS4L	protein-coding gene	11062
HGNC:54422	DUS4L-BCAP29	other	115253422
HGNC:3064	DUSP1	protein-coding gene	1843
HGNC:3068	DUSP2	protein-coding gene	1844
HGNC:3069	DUSP3	protein-coding gene	1845
HGNC:3070	DUSP4	protein-coding gene	1846
HGNC:3071	DUSP5	protein-coding gene	1847
HGNC:55154	DUSP5-DT	non-coding RNA	105378481
HGNC:32020	DUSP5P1	pseudogene	574029
HGNC:44482	DUSP5P2	pseudogene	643459
HGNC:3072	DUSP6	protein-coding gene	1848
HGNC:3073	DUSP7	protein-coding gene	1849
HGNC:3074	DUSP8	protein-coding gene	1850
HGNC:3075	DUSP8P1	pseudogene	441554
HGNC:45001	DUSP8P2	pseudogene	728657
HGNC:45003	DUSP8P5	pseudogene	106903081
HGNC:3076	DUSP9	protein-coding gene	1852
HGNC:3065	DUSP10	protein-coding gene	11221
HGNC:3066	DUSP11	protein-coding gene	8446
HGNC:3067	DUSP12	protein-coding gene	11266
HGNC:49059	DUSP12P1	pseudogene	100420473
HGNC:19681	DUSP13	protein-coding gene	51207
HGNC:17007	DUSP14	protein-coding gene	11072
HGNC:16236	DUSP15	protein-coding gene	128853
HGNC:17909	DUSP16	protein-coding gene	80824
HGNC:18484	DUSP18	protein-coding gene	150290
HGNC:18894	DUSP19	protein-coding gene	142679
HGNC:20476	DUSP21	protein-coding gene	63904
HGNC:16077	DUSP22	protein-coding gene	56940
HGNC:21480	DUSP23	protein-coding gene	54935
HGNC:28161	DUSP26	protein-coding gene	78986
HGNC:33237	DUSP28	protein-coding gene	285193
HGNC:23481	DUSP29	protein-coding gene	338599
HGNC:3078	DUT	protein-coding gene	1854
HGNC:31956	DUTP1	pseudogene	548637
HGNC:39515	DUTP2	pseudogene	100873909
HGNC:39516	DUTP3	pseudogene	100861485
HGNC:39517	DUTP4	pseudogene	100873910
HGNC:39518	DUTP5	pseudogene	100873911
HGNC:39519	DUTP6	pseudogene	100873912
HGNC:39520	DUTP7	pseudogene	100873913
HGNC:39521	DUTP8	pseudogene	100873914
HGNC:3079	DUX1	protein-coding gene	26584
HGNC:3081	DUX3	protein-coding gene	26582
HGNC:50800	DUX4	protein-coding gene	100288687
HGNC:3082	DUX4L1	pseudogene	22947
HGNC:37267	DUX4L2	pseudogene	728410
HGNC:38688	DUX4L3	pseudogene	653548
HGNC:38686	DUX4L4	pseudogene	441056
HGNC:38689	DUX4L5	pseudogene	653545
HGNC:37265	DUX4L6	pseudogene	653544
HGNC:37266	DUX4L7	pseudogene	653543
HGNC:38670	DUX4L8	pseudogene	26583
HGNC:33855	DUX4L9	pseudogene	100288711
HGNC:31354	DUX4L10	pseudogene	440013
HGNC:38687	DUX4L11	pseudogene	399839
HGNC:38671	DUX4L12	pseudogene	440014
HGNC:38672	DUX4L13	pseudogene	100289581
HGNC:38673	DUX4L14	pseudogene	728022
HGNC:38674	DUX4L15	pseudogene	440017
HGNC:37719	DUX4L16	pseudogene	728169
HGNC:37717	DUX4L17	pseudogene	643001
HGNC:37716	DUX4L18	pseudogene	100132421
HGNC:37718	DUX4L19	pseudogene	643034
HGNC:50801	DUX4L20	pseudogene	102723538
HGNC:50802	DUX4L21	pseudogene	102723518
HGNC:50803	DUX4L22	pseudogene	102723495
HGNC:50804	DUX4L23	pseudogene	102723472
HGNC:50805	DUX4L24	pseudogene	102723449
HGNC:50806	DUX4L25	pseudogene	102723423
HGNC:50807	DUX4L26	pseudogene	100996350
HGNC:50808	DUX4L27	pseudogene	100131369
HGNC:51605	DUX4L28	pseudogene	106481728
HGNC:51606	DUX4L29	pseudogene	106481970
HGNC:51770	DUX4L31	pseudogene	100887073
HGNC:51771	DUX4L32	pseudogene	107075316
HGNC:51789	DUX4L33	pseudogene	107080551
HGNC:51772	DUX4L34	pseudogene	105379479
HGNC:51773	DUX4L35	pseudogene	106632270
HGNC:51774	DUX4L36	pseudogene	107080642
HGNC:51775	DUX4L37	pseudogene	107080108
HGNC:51776	DUX4L38	pseudogene	107080648
HGNC:51777	DUX4L39	pseudogene	107080645
HGNC:51778	DUX4L40	pseudogene	107080649
HGNC:51779	DUX4L41	pseudogene	107080650
HGNC:51780	DUX4L42	pseudogene	106660607
HGNC:51781	DUX4L43	pseudogene	106660617
HGNC:51782	DUX4L44	pseudogene	107080651
HGNC:51783	DUX4L45	pseudogene	100887074
HGNC:51784	DUX4L46	pseudogene	106480349
HGNC:51785	DUX4L47	pseudogene	106481738
HGNC:51786	DUX4L48	pseudogene	107105251
HGNC:51787	DUX4L49	pseudogene	107105252
HGNC:51788	DUX4L50	pseudogene	106480350
HGNC:51810	DUX4L51	pseudogene	106481740
HGNC:51811	DUX4L52	pseudogene	106480354
HGNC:3083	DUX5	protein-coding gene	26581
HGNC:32179	DUXA	protein-coding gene	503835
HGNC:32180	DUXAP1	pseudogene	503630
HGNC:32181	DUXAP2	pseudogene	503631
HGNC:32182	DUXAP3	pseudogene	503632
HGNC:32183	DUXAP4	pseudogene	503633
HGNC:32184	DUXAP5	pseudogene	503634
HGNC:32185	DUXAP6	pseudogene	503635
HGNC:32186	DUXAP7	pseudogene	503636
HGNC:32187	DUXAP8	pseudogene	503637
HGNC:32188	DUXAP9	pseudogene	503638
HGNC:32189	DUXAP10	pseudogene	503639
HGNC:51812	DUXAP11	pseudogene	106481741
HGNC:51813	DUXAP12	pseudogene	100419081
HGNC:33345	DUXB	protein-coding gene	100033411
HGNC:3084	DVL1	protein-coding gene	1855
HGNC:3085	DVL1P1	pseudogene	8215
HGNC:3086	DVL2	protein-coding gene	1856
HGNC:3087	DVL3	protein-coding gene	1857
HGNC:2992	DXO	protein-coding gene	1797
HGNC:23460	DYDC1	protein-coding gene	143241
HGNC:23468	DYDC2	protein-coding gene	84332
HGNC:21317	DYM	protein-coding gene	54808
HGNC:26808	DYNAP	protein-coding gene	284254
HGNC:2961	DYNC1H1	protein-coding gene	1778
HGNC:2963	DYNC1I1	protein-coding gene	1780
HGNC:2964	DYNC1I2	protein-coding gene	1781
HGNC:45012	DYNC1I2P1	pseudogene	728532
HGNC:18745	DYNC1LI1	protein-coding gene	51143
HGNC:2966	DYNC1LI2	protein-coding gene	1783
HGNC:2962	DYNC2H1	protein-coding gene	79659
HGNC:21862	DYNC2I1	protein-coding gene	55112
HGNC:28296	DYNC2I2	protein-coding gene	89891
HGNC:24595	DYNC2LI1	protein-coding gene	51626
HGNC:15476	DYNLL1	protein-coding gene	8655
HGNC:20723	DYNLL1P1	pseudogene	246720
HGNC:20724	DYNLL1P2	pseudogene	731308
HGNC:49654	DYNLL1P3	pseudogene	391012
HGNC:49655	DYNLL1P4	pseudogene	100129739
HGNC:49656	DYNLL1P5	pseudogene	106480681
HGNC:49657	DYNLL1P6	pseudogene	100288885
HGNC:49658	DYNLL1P7	pseudogene	729630
HGNC:24596	DYNLL2	protein-coding gene	140735
HGNC:52833	DYNLL2-DT	non-coding RNA	101927666
HGNC:15468	DYNLRB1	protein-coding gene	83658
HGNC:15467	DYNLRB2	protein-coding gene	83657
HGNC:11697	DYNLT1	protein-coding gene	6993
HGNC:11695	DYNLT2	protein-coding gene	6991
HGNC:28482	DYNLT2B	protein-coding gene	255758
HGNC:11694	DYNLT3	protein-coding gene	6990
HGNC:16571	DYNLT3P1	pseudogene	170554
HGNC:37081	DYNLT3P2	pseudogene	100381215
HGNC:32315	DYNLT4	protein-coding gene	343521
HGNC:26882	DYNLT5	protein-coding gene	200132
HGNC:3091	DYRK1A	protein-coding gene	1859
HGNC:3092	DYRK1B	protein-coding gene	9149
HGNC:3093	DYRK2	protein-coding gene	8445
HGNC:3094	DYRK3	protein-coding gene	8444
HGNC:40199	DYRK3-AS1	non-coding RNA	105372876
HGNC:3095	DYRK4	protein-coding gene	8798
HGNC:3097	DYSF	protein-coding gene	8291
HGNC:23279	DYTN	protein-coding gene	391475
HGNC:15858	DZANK1	protein-coding gene	55184
HGNC:20908	DZIP1	protein-coding gene	22873
HGNC:26551	DZIP1L	protein-coding gene	199221
HGNC:30938	DZIP3	protein-coding gene	9666
HGNC:3113	E2F1	protein-coding gene	1869
HGNC:3114	E2F2	protein-coding gene	1870
HGNC:3115	E2F3	protein-coding gene	1871
HGNC:41329	E2F3-IT1	non-coding RNA	100874268
HGNC:3116	E2F3P1	pseudogene	1872
HGNC:3117	E2F3P2	pseudogene	100420003
HGNC:3118	E2F4	protein-coding gene	1874
HGNC:38684	E2F4P1	pseudogene	100131899
HGNC:3119	E2F5	protein-coding gene	1875
HGNC:3120	E2F6	protein-coding gene	1876
HGNC:51449	E2F6P1	pseudogene	386610
HGNC:51450	E2F6P2	pseudogene	376818
HGNC:51451	E2F6P3	pseudogene	100420178
HGNC:51452	E2F6P4	pseudogene	139542
HGNC:23820	E2F7	protein-coding gene	144455
HGNC:24727	E2F8	protein-coding gene	79733
HGNC:3121	E4F1	protein-coding gene	1877
HGNC:20907	EAF1	protein-coding gene	85403
HGNC:42328	EAF1-AS1	non-coding RNA	100873956
HGNC:23115	EAF2	protein-coding gene	55840
HGNC:19312	EAPP	protein-coding gene	55837
HGNC:29419	EARS2	protein-coding gene	124454
HGNC:3123	EBAG9	protein-coding gene	9166
HGNC:45233	EBAG9P1	pseudogene	100422254
HGNC:3126	EBF1	protein-coding gene	1879
HGNC:19090	EBF2	protein-coding gene	64641
HGNC:19087	EBF3	protein-coding gene	253738
HGNC:29278	EBF4	protein-coding gene	57593
HGNC:3129	EBI3	protein-coding gene	10148
HGNC:39430	EBLN1	protein-coding gene	340900
HGNC:25493	EBLN2	protein-coding gene	55096
HGNC:50682	EBLN3P	pseudogene	100506710
HGNC:15531	EBNA1BP2	protein-coding gene	10969
HGNC:3133	EBP	protein-coding gene	10682
HGNC:18061	EBPL	protein-coding gene	84650
HGNC:3143	EBVS1	other	1888
HGNC:17029	ECD	protein-coding gene	11319
HGNC:3146	ECE1	protein-coding gene	1889
HGNC:40203	ECE1-AS1	non-coding RNA	100506801
HGNC:13275	ECE2	protein-coding gene	9718
HGNC:3147	ECEL1	protein-coding gene	9427
HGNC:14017	ECEL1P1	pseudogene	100131546
HGNC:14019	ECEL1P2	pseudogene	347694
HGNC:14018	ECEL1P3	pseudogene	260332
HGNC:3149	ECH1	protein-coding gene	1891
HGNC:21489	ECHDC1	protein-coding gene	55862
HGNC:23408	ECHDC2	protein-coding gene	55268
HGNC:23489	ECHDC3	protein-coding gene	79746
HGNC:3151	ECHS1	protein-coding gene	1892
HGNC:2703	ECI1	protein-coding gene	1632
HGNC:14601	ECI2	protein-coding gene	10455
HGNC:54425	ECI2-DT	non-coding RNA	100507506
HGNC:3153	ECM1	protein-coding gene	1893
HGNC:49736	ECM1P1	pseudogene	100420354
HGNC:49737	ECM1P2	pseudogene	106481698
HGNC:3154	ECM2	protein-coding gene	1842
HGNC:55152	ECMXP	pseudogene	105373381
HGNC:29020	ECPAS	protein-coding gene	23392
HGNC:24642	ECRG4	protein-coding gene	84417
HGNC:35454	ECSCR	protein-coding gene	641700
HGNC:29548	ECSIT	protein-coding gene	51295
HGNC:3155	ECT2	protein-coding gene	1894
HGNC:21118	ECT2L	protein-coding gene	345930
HGNC:3157	EDA	protein-coding gene	1896
HGNC:17756	EDA2R	protein-coding gene	60401
HGNC:2895	EDAR	protein-coding gene	10913
HGNC:14341	EDARADD	protein-coding gene	128178
HGNC:26114	EDC3	protein-coding gene	80153
HGNC:17157	EDC4	protein-coding gene	23644
HGNC:16978	EDDM3A	protein-coding gene	10876
HGNC:19223	EDDM3B	protein-coding gene	64184
HGNC:19224	EDDM3CP	pseudogene	266643
HGNC:37707	EDDM3DP	pseudogene	100128220
HGNC:53168	EDDM13	protein-coding gene	100506374
HGNC:18967	EDEM1	protein-coding gene	9695
HGNC:15877	EDEM2	protein-coding gene	55741
HGNC:16787	EDEM3	protein-coding gene	80267
HGNC:3164	EDF1	protein-coding gene	8721
HGNC:3173	EDIL3	protein-coding gene	10085
HGNC:40204	EDIL3-DT	non-coding RNA	105379057
HGNC:3176	EDN1	protein-coding gene	1906
HGNC:3177	EDN2	protein-coding gene	1907
HGNC:3178	EDN3	protein-coding gene	1908
HGNC:3179	EDNRA	protein-coding gene	1909
HGNC:3180	EDNRB	protein-coding gene	1910
