hgnc_id	symbol	locus_group	locus_type	entrez_id
HGNC:53311	SOX5-AS1	non-coding RNA	RNA, long non-coding	101928471
HGNC:11202	SOX5P1	pseudogene	pseudogene	6661
HGNC:16421	SOX6	protein-coding gene	gene with protein product	55553
HGNC:18196	SOX7	protein-coding gene	gene with protein product	83595
HGNC:11203	SOX8	protein-coding gene	gene with protein product	30812
HGNC:11204	SOX9	protein-coding gene	gene with protein product	6662
HGNC:49321	SOX9-AS1	non-coding RNA	RNA, long non-coding	400618
HGNC:11190	SOX10	protein-coding gene	gene with protein product	6663
HGNC:11191	SOX11	protein-coding gene	gene with protein product	6664
HGNC:11198	SOX12	protein-coding gene	gene with protein product	6666
HGNC:11192	SOX13	protein-coding gene	gene with protein product	9580
HGNC:11193	SOX14	protein-coding gene	gene with protein product	8403
HGNC:11196	SOX15	protein-coding gene	gene with protein product	6665
HGNC:18122	SOX17	protein-coding gene	gene with protein product	64321
HGNC:11194	SOX18	protein-coding gene	gene with protein product	54345
HGNC:11197	SOX21	protein-coding gene	gene with protein product	11166
HGNC:39807	SOX21-AS1	non-coding RNA	RNA, long non-coding	100507533
HGNC:30635	SOX30	protein-coding gene	gene with protein product	11063
HGNC:35122	SOX30P1	pseudogene	pseudogene	442142
HGNC:11205	SP1	protein-coding gene	gene with protein product	6667
HGNC:11207	SP2	protein-coding gene	gene with protein product	6668
HGNC:51341	SP2-AS1	non-coding RNA	RNA, long non-coding	100506325
HGNC:55330	SP2-DT	non-coding RNA	RNA, long non-coding	102724532
HGNC:11208	SP3	protein-coding gene	gene with protein product	6670
HGNC:35430	SP3P	pseudogene	pseudogene	160824
HGNC:11209	SP4	protein-coding gene	gene with protein product	6671
HGNC:14529	SP5	protein-coding gene	gene with protein product	389058
HGNC:14530	SP6	protein-coding gene	gene with protein product	80320
HGNC:17321	SP7	protein-coding gene	gene with protein product	121340
HGNC:19196	SP8	protein-coding gene	gene with protein product	221833
HGNC:30690	SP9	protein-coding gene	gene with protein product	100131390
HGNC:11206	SP100	protein-coding gene	gene with protein product	6672
HGNC:5401	SP110	protein-coding gene	gene with protein product	3431
HGNC:17133	SP140	protein-coding gene	gene with protein product	11262
HGNC:25105	SP140L	protein-coding gene	gene with protein product	93349
HGNC:11210	SPA17	protein-coding gene	gene with protein product	53340
HGNC:23224	SPA17P1	pseudogene	pseudogene	171424
HGNC:27244	SPAAR	protein-coding gene	gene with protein product	158376
HGNC:14967	SPACA1	protein-coding gene	gene with protein product	81833
HGNC:16260	SPACA3	protein-coding gene	gene with protein product	124912
HGNC:16441	SPACA4	protein-coding gene	gene with protein product	171169
HGNC:31353	SPACA5	protein-coding gene	gene with protein product	389852
HGNC:19142	SPACA5B	protein-coding gene	gene with protein product	729201
HGNC:27113	SPACA6	protein-coding gene	gene with protein product	147650
HGNC:49383	SPACA6P-AS	non-coding RNA	RNA, long non-coding	102238594
HGNC:29575	SPACA7	protein-coding gene	gene with protein product	122258
HGNC:1367	SPACA9	protein-coding gene	gene with protein product	11092
HGNC:11212	SPAG1	protein-coding gene	gene with protein product	6674
HGNC:11214	SPAG4	protein-coding gene	gene with protein product	6676
HGNC:13452	SPAG5	protein-coding gene	gene with protein product	10615
HGNC:41140	SPAG5-AS1	non-coding RNA	RNA, long non-coding	100506436
HGNC:11215	SPAG6	protein-coding gene	gene with protein product	9576
HGNC:11216	SPAG7	protein-coding gene	gene with protein product	9552
HGNC:14105	SPAG8	protein-coding gene	gene with protein product	26206
HGNC:14524	SPAG9	protein-coding gene	gene with protein product	9043
HGNC:33342	SPAG11A	protein-coding gene	gene with protein product	653423
HGNC:14534	SPAG11B	protein-coding gene	gene with protein product	10407
HGNC:23225	SPAG16	protein-coding gene	gene with protein product	79582
HGNC:52674	SPAG16-DT	non-coding RNA	RNA, long non-coding	100130451
HGNC:26620	SPAG17	protein-coding gene	gene with protein product	200162
HGNC:11217	SPAM1	protein-coding gene	gene with protein product	6677
HGNC:11218	SPANXA1	protein-coding gene	gene with protein product	30014
HGNC:14328	SPANXA2	protein-coding gene	gene with protein product	728712
HGNC:31683	SPANXA2-OT1	non-coding RNA	RNA, long non-coding	619455
HGNC:14329	SPANXB1	protein-coding gene	gene with protein product	728695
HGNC:14331	SPANXC	protein-coding gene	gene with protein product	64663
HGNC:14332	SPANXD	protein-coding gene	gene with protein product	64648
HGNC:33174	SPANXN1	protein-coding gene	gene with protein product	494118
HGNC:33175	SPANXN2	protein-coding gene	gene with protein product	494119
HGNC:33176	SPANXN3	protein-coding gene	gene with protein product	139067
HGNC:33177	SPANXN4	protein-coding gene	gene with protein product	441525
HGNC:33178	SPANXN5	protein-coding gene	gene with protein product	494197
HGNC:11219	SPARC	protein-coding gene	gene with protein product	6678
HGNC:11220	SPARCL1	protein-coding gene	gene with protein product	8404
HGNC:18514	SPART	protein-coding gene	gene with protein product	23111
HGNC:39933	SPART-AS1	non-coding RNA	RNA, long non-coding	100507135
HGNC:11233	SPAST	protein-coding gene	gene with protein product	6683
HGNC:14682	SPATA1	protein-coding gene	gene with protein product	100505741
HGNC:14681	SPATA2	protein-coding gene	gene with protein product	9825
HGNC:28393	SPATA2L	protein-coding gene	gene with protein product	124044
HGNC:39446	SPATA2P1	pseudogene	pseudogene	100873966
HGNC:17884	SPATA3	protein-coding gene	gene with protein product	130560
HGNC:28013	SPATA3-AS1	non-coding RNA	RNA, long non-coding	348761
HGNC:17333	SPATA4	protein-coding gene	gene with protein product	132851
HGNC:18119	SPATA5	protein-coding gene	gene with protein product	166378
HGNC:28762	SPATA5L1	protein-coding gene	gene with protein product	79029
HGNC:18309	SPATA6	protein-coding gene	gene with protein product	54558
HGNC:25472	SPATA6L	protein-coding gene	gene with protein product	55064
HGNC:20423	SPATA7	protein-coding gene	gene with protein product	55812
HGNC:28676	SPATA8	non-coding RNA	RNA, long non-coding	145946
HGNC:48627	SPATA8-AS1	non-coding RNA	RNA, long non-coding	100652749
HGNC:22988	SPATA9	protein-coding gene	gene with protein product	83890
HGNC:23221	SPATA12	protein-coding gene	gene with protein product	353324
HGNC:23222	SPATA13	protein-coding gene	gene with protein product	221178
HGNC:39905	SPATA13-AS1	non-coding RNA	RNA, long non-coding	100874231
HGNC:29935	SPATA16	protein-coding gene	gene with protein product	83893
HGNC:25184	SPATA17	protein-coding gene	gene with protein product	128153
HGNC:41086	SPATA17-AS1	non-coding RNA	RNA, long non-coding	103752555
HGNC:29579	SPATA18	protein-coding gene	gene with protein product	132671
HGNC:30614	SPATA19	protein-coding gene	gene with protein product	219938
HGNC:26125	SPATA20	protein-coding gene	gene with protein product	64847
HGNC:39636	SPATA20P1	pseudogene	pseudogene	100874060
HGNC:28026	SPATA21	protein-coding gene	gene with protein product	374955
HGNC:30705	SPATA22	protein-coding gene	gene with protein product	84690
HGNC:27322	SPATA24	protein-coding gene	gene with protein product	202051
HGNC:16158	SPATA25	protein-coding gene	gene with protein product	128497
HGNC:23394	SPATA31A1	protein-coding gene	gene with protein product	647060
HGNC:32003	SPATA31A3	protein-coding gene	gene with protein product	727830
HGNC:32005	SPATA31A5	protein-coding gene	gene with protein product	727905
HGNC:32006	SPATA31A6	protein-coding gene	gene with protein product	389730
HGNC:32007	SPATA31A7	protein-coding gene	gene with protein product	26165
HGNC:31411	SPATA31B1P	pseudogene	pseudogene	404770
HGNC:27846	SPATA31C1	other	unknown	441452
HGNC:24508	SPATA31C2	other	unknown	645961
HGNC:37283	SPATA31D1	protein-coding gene	gene with protein product	389763
HGNC:38607	SPATA31D2P	pseudogene	pseudogene	100130636
HGNC:38603	SPATA31D3	protein-coding gene	gene with protein product	389762
HGNC:38601	SPATA31D4	protein-coding gene	gene with protein product	389761
HGNC:38602	SPATA31D5P	pseudogene	pseudogene	347127
HGNC:26672	SPATA31E1	protein-coding gene	gene with protein product	286234
HGNC:43827	SPATA31E2P	pseudogene	pseudogene	646177
HGNC:43828	SPATA31E3P	pseudogene	pseudogene	646507
HGNC:26349	SPATA32	protein-coding gene	gene with protein product	124783
HGNC:26463	SPATA33	protein-coding gene	gene with protein product	124045
HGNC:48613	SPATA41	non-coding RNA	RNA, long non-coding	388182
HGNC:41198	SPATA42	non-coding RNA	RNA, long non-coding	642864
HGNC:33709	SPATA45	protein-coding gene	gene with protein product	149643
HGNC:27648	SPATA46	protein-coding gene	gene with protein product	284680
HGNC:22564	SPATA48	protein-coding gene	gene with protein product	100130988
HGNC:30510	SPATC1	protein-coding gene	gene with protein product	375686
HGNC:1298	SPATC1L	protein-coding gene	gene with protein product	84221
HGNC:22957	SPATS1	protein-coding gene	gene with protein product	221409
HGNC:18650	SPATS2	protein-coding gene	gene with protein product	65244
HGNC:24574	SPATS2L	protein-coding gene	gene with protein product	26010
HGNC:26913	SPC24	protein-coding gene	gene with protein product	147841
HGNC:24031	SPC25	protein-coding gene	gene with protein product	57405
HGNC:23401	SPCS1	protein-coding gene	gene with protein product	28972
HGNC:28962	SPCS2	protein-coding gene	gene with protein product	9789
HGNC:31885	SPCS2P1	pseudogene	pseudogene	100131250
HGNC:45235	SPCS2P2	pseudogene	pseudogene	644573
HGNC:45236	SPCS2P3	pseudogene	pseudogene	100288739
HGNC:45237	SPCS2P4	pseudogene	pseudogene	653566
HGNC:26212	SPCS3	protein-coding gene	gene with protein product	60559
HGNC:54818	SPCS3-AS1	non-coding RNA	RNA, long non-coding	116435303
HGNC:17257	SPDEF	protein-coding gene	gene with protein product	25803
HGNC:26010	SPDL1	protein-coding gene	gene with protein product	54908
HGNC:30613	SPDYA	protein-coding gene	gene with protein product	245711
HGNC:32681	SPDYC	protein-coding gene	gene with protein product	387778
HGNC:16408	SPDYE1	protein-coding gene	gene with protein product	285955
HGNC:33841	SPDYE2	protein-coding gene	gene with protein product	441273
HGNC:48334	SPDYE2B	protein-coding gene	gene with protein product	100310812
HGNC:35462	SPDYE3	protein-coding gene	gene with protein product	441272
HGNC:35463	SPDYE4	protein-coding gene	gene with protein product	388333
HGNC:35464	SPDYE5	protein-coding gene	gene with protein product	442590
HGNC:35465	SPDYE6	protein-coding gene	gene with protein product	729597
HGNC:35466	SPDYE7P	pseudogene	pseudogene	441251
HGNC:33771	SPDYE8	protein-coding gene	gene with protein product	728524
HGNC:45034	SPDYE9	protein-coding gene	gene with protein product	643909
HGNC:51506	SPDYE10P	pseudogene	pseudogene	643862
HGNC:51507	SPDYE11	protein-coding gene	gene with protein product	100996746
HGNC:51508	SPDYE12P	pseudogene	pseudogene	100101268
HGNC:51509	SPDYE13	protein-coding gene	gene with protein product	105180390
HGNC:51510	SPDYE14	protein-coding gene	gene with protein product	641776
HGNC:51511	SPDYE15	protein-coding gene	gene with protein product	105180391
HGNC:51512	SPDYE16	protein-coding gene	gene with protein product	102723555
HGNC:51513	SPDYE17	protein-coding gene	gene with protein product	102723849
HGNC:51514	SPDYE18	other	unknown	100505767
HGNC:51515	SPDYE19P	pseudogene	pseudogene	100130307
HGNC:51516	SPDYE20P	pseudogene	pseudogene	101060280
HGNC:51517	SPDYE21	protein-coding gene	gene with protein product	442572
HGNC:51518	SPDYE22P	pseudogene	pseudogene	100420854
HGNC:30615	SPECC1	protein-coding gene	gene with protein product	92521
HGNC:29022	SPECC1L	protein-coding gene	gene with protein product	23384
HGNC:49185	SPECC1L-ADORA2A	other	readthrough	101730217
HGNC:53867	SPECC1P1	pseudogene	pseudogene	100418862
HGNC:53868	SPECC1P2	pseudogene	pseudogene	112488741
HGNC:15874	SPEF1	protein-coding gene	gene with protein product	25876
HGNC:26293	SPEF2	protein-coding gene	gene with protein product	79925
HGNC:16901	SPEG	protein-coding gene	gene with protein product	10290
HGNC:51251	SPEGNB	protein-coding gene	gene with protein product	100996693
HGNC:32429	SPEM1	protein-coding gene	gene with protein product	374768
HGNC:27315	SPEM2	protein-coding gene	gene with protein product	201243
HGNC:53651	SPEM3	protein-coding gene	gene with protein product	107983988
HGNC:17575	SPEN	protein-coding gene	gene with protein product	23013
HGNC:15570	SPESP1	protein-coding gene	gene with protein product	246777
HGNC:11237	SPG7	protein-coding gene	gene with protein product	6687
HGNC:11226	SPG11	protein-coding gene	gene with protein product	80208
HGNC:20373	SPG21	protein-coding gene	gene with protein product	51324
HGNC:11240	SPHK1	protein-coding gene	gene with protein product	8877
HGNC:18859	SPHK2	protein-coding gene	gene with protein product	56848
HGNC:30619	SPHKAP	protein-coding gene	gene with protein product	80309
HGNC:11241	SPI1	protein-coding gene	gene with protein product	6688
HGNC:11242	SPIB	protein-coding gene	gene with protein product	6689
HGNC:29549	SPIC	protein-coding gene	gene with protein product	121599
HGNC:25083	SPICE1	protein-coding gene	gene with protein product	152185
HGNC:28971	SPIDR	protein-coding gene	gene with protein product	23514
HGNC:11243	SPIN1	protein-coding gene	gene with protein product	10927
HGNC:20694	SPIN2A	protein-coding gene	gene with protein product	54466
HGNC:33147	SPIN2B	protein-coding gene	gene with protein product	474343
HGNC:54967	SPIN2P1	pseudogene	pseudogene	100129997
HGNC:27272	SPIN3	protein-coding gene	gene with protein product	169981
HGNC:27040	SPIN4	protein-coding gene	gene with protein product	139886
HGNC:41177	SPIN4-AS1	non-coding RNA	RNA, long non-coding	100874033
HGNC:25115	SPINDOC	protein-coding gene	gene with protein product	144097
HGNC:11244	SPINK1	protein-coding gene	gene with protein product	6690
HGNC:11245	SPINK2	protein-coding gene	gene with protein product	6691
HGNC:16646	SPINK4	protein-coding gene	gene with protein product	27290
HGNC:15464	SPINK5	protein-coding gene	gene with protein product	11005
HGNC:29486	SPINK6	protein-coding gene	gene with protein product	404203
HGNC:24643	SPINK7	protein-coding gene	gene with protein product	84651
HGNC:33160	SPINK8	protein-coding gene	gene with protein product	646424
HGNC:32951	SPINK9	protein-coding gene	gene with protein product	643394
HGNC:27200	SPINK13	protein-coding gene	gene with protein product	153218
HGNC:33825	SPINK14	protein-coding gene	gene with protein product	408187
HGNC:11246	SPINT1	protein-coding gene	gene with protein product	6692
HGNC:53162	SPINT1-AS1	non-coding RNA	RNA, long non-coding	102724362
HGNC:11247	SPINT2	protein-coding gene	gene with protein product	10653
HGNC:11248	SPINT3	protein-coding gene	gene with protein product	10816
HGNC:16130	SPINT4	protein-coding gene	gene with protein product	391253
HGNC:16161	SPINT5P	pseudogene	pseudogene	140863
HGNC:30622	SPIRE1	protein-coding gene	gene with protein product	56907
HGNC:30623	SPIRE2	protein-coding gene	gene with protein product	84501
HGNC:11249	SPN	protein-coding gene	gene with protein product	6693
HGNC:30621	SPNS1	protein-coding gene	gene with protein product	83985
HGNC:26992	SPNS2	protein-coding gene	gene with protein product	124976
HGNC:28433	SPNS3	protein-coding gene	gene with protein product	201305
HGNC:11250	SPO11	protein-coding gene	gene with protein product	23626
HGNC:26338	SPOCD1	protein-coding gene	gene with protein product	90853
HGNC:11251	SPOCK1	protein-coding gene	gene with protein product	6695
HGNC:13564	SPOCK2	protein-coding gene	gene with protein product	9806
HGNC:13565	SPOCK3	protein-coding gene	gene with protein product	50859
HGNC:11252	SPON1	protein-coding gene	gene with protein product	10418
HGNC:53117	SPON1-AS1	non-coding RNA	RNA, long non-coding	109729138
HGNC:11253	SPON2	protein-coding gene	gene with protein product	10417
HGNC:11254	SPOP	protein-coding gene	gene with protein product	8405
HGNC:27934	SPOPL	protein-coding gene	gene with protein product	339745
HGNC:26933	SPOUT1	protein-coding gene	gene with protein product	51490
HGNC:11255	SPP1	protein-coding gene	gene with protein product	6696
HGNC:11256	SPP2	protein-coding gene	gene with protein product	6694
HGNC:30227	SPPL2A	protein-coding gene	gene with protein product	84888
HGNC:30627	SPPL2B	protein-coding gene	gene with protein product	56928
HGNC:28902	SPPL2C	protein-coding gene	gene with protein product	162540
HGNC:30424	SPPL3	protein-coding gene	gene with protein product	121665
HGNC:11257	SPR	protein-coding gene	gene with protein product	6697
HGNC:20249	SPRED1	protein-coding gene	gene with protein product	161742
HGNC:17722	SPRED2	protein-coding gene	gene with protein product	200734
HGNC:31041	SPRED3	protein-coding gene	gene with protein product	399473
HGNC:26128	SPRING1	protein-coding gene	gene with protein product	79794
HGNC:44986	SPRING1P1	pseudogene	pseudogene	100132615
HGNC:55130	SPRING1P2	pseudogene	pseudogene	100130170
HGNC:16871	SPRN	protein-coding gene	gene with protein product	503542
HGNC:37819	SPRNP1	pseudogene	pseudogene	399833
HGNC:11259	SPRR1A	protein-coding gene	gene with protein product	6698
HGNC:11260	SPRR1B	protein-coding gene	gene with protein product	6699
HGNC:11261	SPRR2A	protein-coding gene	gene with protein product	6700
HGNC:11262	SPRR2B	protein-coding gene	gene with protein product	6701
HGNC:11263	SPRR2C	pseudogene	pseudogene	6702
HGNC:11264	SPRR2D	protein-coding gene	gene with protein product	6703
HGNC:11265	SPRR2E	protein-coding gene	gene with protein product	6704
HGNC:11266	SPRR2F	protein-coding gene	gene with protein product	6705
HGNC:11267	SPRR2G	protein-coding gene	gene with protein product	6706
HGNC:11268	SPRR3	protein-coding gene	gene with protein product	6707
HGNC:23173	SPRR4	protein-coding gene	gene with protein product	163778
HGNC:53428	SPRR5	protein-coding gene	gene with protein product	110806278
HGNC:25356	SPRTN	protein-coding gene	gene with protein product	83932
HGNC:11269	SPRY1	protein-coding gene	gene with protein product	10252
HGNC:11270	SPRY2	protein-coding gene	gene with protein product	10253
HGNC:11271	SPRY3	protein-coding gene	gene with protein product	10251
HGNC:15533	SPRY4	protein-coding gene	gene with protein product	81848
HGNC:53465	SPRY4-AS1	non-coding RNA	RNA, long non-coding	101926941
HGNC:42394	SPRY4-IT1	non-coding RNA	RNA, long non-coding	100642175
HGNC:25920	SPRYD3	protein-coding gene	gene with protein product	84926
HGNC:27468	SPRYD4	protein-coding gene	gene with protein product	283377
HGNC:14297	SPRYD7	protein-coding gene	gene with protein product	57213
HGNC:52300	SPRYD7P1	pseudogene	pseudogene	100130843
HGNC:30628	SPSB1	protein-coding gene	gene with protein product	80176
HGNC:29522	SPSB2	protein-coding gene	gene with protein product	84727
HGNC:30629	SPSB3	protein-coding gene	gene with protein product	90864
HGNC:30630	SPSB4	protein-coding gene	gene with protein product	92369
HGNC:11272	SPTA1	protein-coding gene	gene with protein product	6708
HGNC:11273	SPTAN1	protein-coding gene	gene with protein product	6709
HGNC:11274	SPTB	protein-coding gene	gene with protein product	6710
HGNC:11275	SPTBN1	protein-coding gene	gene with protein product	6711
HGNC:40562	SPTBN1-AS1	non-coding RNA	RNA, long non-coding	105374640
HGNC:11276	SPTBN2	protein-coding gene	gene with protein product	6712
HGNC:14896	SPTBN4	protein-coding gene	gene with protein product	57731
HGNC:15680	SPTBN5	protein-coding gene	gene with protein product	51332
HGNC:11277	SPTLC1	protein-coding gene	gene with protein product	10558
HGNC:39668	SPTLC1P1	pseudogene	pseudogene	100874511
HGNC:39669	SPTLC1P2	pseudogene	pseudogene	100874498
HGNC:39670	SPTLC1P3	pseudogene	pseudogene	100874499
HGNC:39671	SPTLC1P4	pseudogene	pseudogene	100874500
HGNC:39672	SPTLC1P5	pseudogene	pseudogene	100874512
HGNC:11278	SPTLC2	protein-coding gene	gene with protein product	9517
HGNC:16253	SPTLC3	protein-coding gene	gene with protein product	55304
HGNC:20361	SPTSSA	protein-coding gene	gene with protein product	171546
HGNC:24045	SPTSSB	protein-coding gene	gene with protein product	165679
HGNC:26818	SPTY2D1	protein-coding gene	gene with protein product	144108
HGNC:44122	SPTY2D1OS	protein-coding gene	gene with protein product	100506540
HGNC:28139	SPX	protein-coding gene	gene with protein product	80763
HGNC:30721	SPZ1	protein-coding gene	gene with protein product	84654
HGNC:11279	SQLE	protein-coding gene	gene with protein product	6713
HGNC:20390	SQOR	protein-coding gene	gene with protein product	58472
HGNC:11280	SQSTM1	protein-coding gene	gene with protein product	8878
HGNC:49099	SQSTM1P1	pseudogene	pseudogene	106480677
HGNC:11281	SRA1	protein-coding gene	gene with protein product	10011
HGNC:28339	SRARP	protein-coding gene	gene with protein product	149563
HGNC:25521	SRBD1	protein-coding gene	gene with protein product	55133
HGNC:11283	SRC	protein-coding gene	gene with protein product	6714
HGNC:16974	SRCAP	protein-coding gene	gene with protein product	10847
HGNC:29506	SRCIN1	protein-coding gene	gene with protein product	80725
HGNC:11284	SRD5A1	protein-coding gene	gene with protein product	6715
HGNC:11286	SRD5A1P1	pseudogene	pseudogene	6719
HGNC:11285	SRD5A2	protein-coding gene	gene with protein product	6716
HGNC:55160	SRD5A2P1	pseudogene	pseudogene	118568808
HGNC:25812	SRD5A3	protein-coding gene	gene with protein product	79644
HGNC:44138	SRD5A3-AS1	non-coding RNA	RNA, long non-coding	100506462
HGNC:49243	SRD5A3P1	pseudogene	pseudogene	390203
HGNC:11289	SREBF1	protein-coding gene	gene with protein product	6720
HGNC:11290	SREBF2	protein-coding gene	gene with protein product	6721
HGNC:53953	SREBF2-AS1	non-coding RNA	RNA, long non-coding	112637020
HGNC:17882	SREK1	protein-coding gene	gene with protein product	140890
HGNC:26716	SREK1IP1	protein-coding gene	gene with protein product	285672
HGNC:54504	SREK1IP1P1	pseudogene	pseudogene	100288151
HGNC:54505	SREK1IP1P2	pseudogene	pseudogene	115838655
HGNC:11291	SRF	protein-coding gene	gene with protein product	6722
HGNC:26333	SRFBP1	protein-coding gene	gene with protein product	153443
HGNC:17382	SRGAP1	protein-coding gene	gene with protein product	57522
HGNC:19751	SRGAP2	protein-coding gene	gene with protein product	23380
HGNC:40902	SRGAP2-AS1	non-coding RNA	RNA, long non-coding	100873165
HGNC:35237	SRGAP2B	protein-coding gene	gene with protein product	647135
HGNC:30584	SRGAP2C	protein-coding gene	gene with protein product	653464
HGNC:43932	SRGAP2D	pseudogene	pseudogene	100996712
HGNC:19744	SRGAP3	protein-coding gene	gene with protein product	9901
HGNC:40898	SRGAP3-AS1	non-coding RNA	RNA, long non-coding	100874103
HGNC:40899	SRGAP3-AS2	non-coding RNA	RNA, long non-coding	101927416
HGNC:40900	SRGAP3-AS3	non-coding RNA	RNA, long non-coding	100288831
HGNC:42434	SRGAP3-AS4	non-coding RNA	RNA, long non-coding	101927440
HGNC:9361	SRGN	protein-coding gene	gene with protein product	5552
HGNC:49107	SRGNP1	pseudogene	pseudogene	106480246
HGNC:11292	SRI	protein-coding gene	gene with protein product	6717
HGNC:40564	SRI-AS1	non-coding RNA	RNA, long non-coding	102723885
HGNC:11293	SRIP1	pseudogene	pseudogene	6644
HGNC:38734	SRIP2	pseudogene	pseudogene	100499485
HGNC:38735	SRIP3	pseudogene	pseudogene	100861435
HGNC:11295	SRL	protein-coding gene	gene with protein product	6345
HGNC:11296	SRM	protein-coding gene	gene with protein product	6723
HGNC:16552	SRMP1	pseudogene	pseudogene	170552
HGNC:20034	SRMP2	pseudogene	pseudogene	326269
HGNC:54681	SRMP3	pseudogene	pseudogene	100419085
HGNC:11298	SRMS	protein-coding gene	gene with protein product	6725
HGNC:11304	SRP9	protein-coding gene	gene with protein product	6726
HGNC:23402	SRP9P1	pseudogene	pseudogene	653226
HGNC:11299	SRP14	protein-coding gene	gene with protein product	6727
HGNC:48619	SRP14-AS1	non-coding RNA	RNA, long non-coding	100131089
HGNC:33181	SRP14P1	pseudogene	pseudogene	390284
HGNC:53768	SRP14P2	pseudogene	pseudogene	111644132
HGNC:53769	SRP14P3	pseudogene	pseudogene	111644142
HGNC:53770	SRP14P4	pseudogene	pseudogene	111644147
HGNC:11300	SRP19	protein-coding gene	gene with protein product	6728
HGNC:11301	SRP54	protein-coding gene	gene with protein product	6729
HGNC:50643	SRP54-AS1	non-coding RNA	RNA, long non-coding	100506157
HGNC:11302	SRP68	protein-coding gene	gene with protein product	6730
HGNC:30427	SRP68P1	pseudogene	pseudogene	252841
HGNC:30426	SRP68P2	pseudogene	pseudogene	252840
HGNC:30428	SRP68P3	pseudogene	pseudogene	347717
HGNC:11303	SRP72	protein-coding gene	gene with protein product	6731
HGNC:31095	SRP72P1	pseudogene	pseudogene	100420752
HGNC:31096	SRP72P2	pseudogene	pseudogene	153932
HGNC:11305	SRPK1	protein-coding gene	gene with protein product	6732
HGNC:11306	SRPK2	protein-coding gene	gene with protein product	6733
HGNC:30303	SRPK2P	pseudogene	pseudogene	100419416
HGNC:11402	SRPK3	protein-coding gene	gene with protein product	26576
HGNC:11307	SRPRA	protein-coding gene	gene with protein product	6734
HGNC:24085	SRPRB	protein-coding gene	gene with protein product	58477
HGNC:11309	SRPX	protein-coding gene	gene with protein product	8406
HGNC:30668	SRPX2	protein-coding gene	gene with protein product	27286
HGNC:14398	SRR	protein-coding gene	gene with protein product	63826
HGNC:33910	SRRD	protein-coding gene	gene with protein product	402055
HGNC:16638	SRRM1	protein-coding gene	gene with protein product	10250
HGNC:31861	SRRM1P1	pseudogene	pseudogene	401475
HGNC:38163	SRRM1P2	pseudogene	pseudogene	100420834
HGNC:38164	SRRM1P3	pseudogene	pseudogene	100130190
HGNC:16639	SRRM2	protein-coding gene	gene with protein product	23524
HGNC:44162	SRRM2-AS1	non-coding RNA	RNA, long non-coding	100128788
HGNC:26729	SRRM3	protein-coding gene	gene with protein product	222183
HGNC:29389	SRRM4	protein-coding gene	gene with protein product	84530
HGNC:37248	SRRM5	protein-coding gene	gene with protein product	100170229
HGNC:24101	SRRT	protein-coding gene	gene with protein product	51593
HGNC:10780	SRSF1	protein-coding gene	gene with protein product	6426
HGNC:39417	SRSF1P1	pseudogene	pseudogene	100128625
HGNC:10783	SRSF2	protein-coding gene	gene with protein product	6427
HGNC:54922	SRSF2P1	pseudogene	pseudogene	392439
HGNC:10785	SRSF3	protein-coding gene	gene with protein product	6428
HGNC:54691	SRSF3P1	pseudogene	pseudogene	100506569
HGNC:54692	SRSF3P2	pseudogene	pseudogene	100500773
HGNC:54693	SRSF3P4	pseudogene	pseudogene	100131114
HGNC:54694	SRSF3P5	pseudogene	pseudogene	100128964
HGNC:54695	SRSF3P6	pseudogene	pseudogene	107985790
HGNC:10786	SRSF4	protein-coding gene	gene with protein product	6429
HGNC:10787	SRSF5	protein-coding gene	gene with protein product	6430
HGNC:10788	SRSF6	protein-coding gene	gene with protein product	6431
HGNC:54946	SRSF6P1	pseudogene	pseudogene	100128442
HGNC:54947	SRSF6P2	pseudogene	pseudogene	644422
HGNC:10789	SRSF7	protein-coding gene	gene with protein product	6432
HGNC:16988	SRSF8	protein-coding gene	gene with protein product	10929
HGNC:10791	SRSF9	protein-coding gene	gene with protein product	8683
HGNC:10792	SRSF9P1	pseudogene	pseudogene	54021
HGNC:16713	SRSF10	protein-coding gene	gene with protein product	10772
HGNC:31002	SRSF10P1	pseudogene	pseudogene	100130799
HGNC:24823	SRSF10P2	pseudogene	pseudogene	171472
HGNC:10782	SRSF11	protein-coding gene	gene with protein product	9295
HGNC:49884	SRSF11P1	pseudogene	pseudogene	100421296
HGNC:21220	SRSF12	protein-coding gene	gene with protein product	135295
HGNC:16132	SRXN1	protein-coding gene	gene with protein product	140809
HGNC:11311	SRY	protein-coding gene	gene with protein product	6736
HGNC:11340	SS18	protein-coding gene	gene with protein product	6760
HGNC:15592	SS18L1	protein-coding gene	gene with protein product	26039
HGNC:15593	SS18L2	protein-coding gene	gene with protein product	51188
HGNC:44965	SS18L2P1	pseudogene	pseudogene	646213
HGNC:44966	SS18L2P2	pseudogene	pseudogene	724101
HGNC:11316	SSB	protein-coding gene	gene with protein product	6741
HGNC:54972	SSBL2P	pseudogene	pseudogene	653588
HGNC:54984	SSBL3P	pseudogene	pseudogene	100533757
HGNC:54577	SSBL3P1	pseudogene	pseudogene	100129321
HGNC:54985	SSBL4P	pseudogene	pseudogene	441904
HGNC:54986	SSBL5P	pseudogene	pseudogene	389465
HGNC:11317	SSBP1	protein-coding gene	gene with protein product	6742
HGNC:15831	SSBP2	protein-coding gene	gene with protein product	23635
HGNC:15674	SSBP3	protein-coding gene	gene with protein product	23648
