hgnc_id	symbol	locus_group	locus_type	entrez_id
HGNC:32328	SSBP3-AS1	non-coding RNA	RNA, long non-coding	619518
HGNC:54579	SSBP3P2	pseudogene	pseudogene	401002
HGNC:15676	SSBP4	protein-coding gene	gene with protein product	170463
HGNC:14461	SSC4D	protein-coding gene	gene with protein product	136853
HGNC:26641	SSC5D	protein-coding gene	gene with protein product	284297
HGNC:30579	SSH1	protein-coding gene	gene with protein product	54434
HGNC:30580	SSH2	protein-coding gene	gene with protein product	85464
HGNC:30581	SSH3	protein-coding gene	gene with protein product	54961
HGNC:29580	SSMEM1	protein-coding gene	gene with protein product	136263
HGNC:11321	SSNA1	protein-coding gene	gene with protein product	8636
HGNC:11322	SSPN	protein-coding gene	gene with protein product	8082
HGNC:21998	SSPOP	pseudogene	pseudogene	23145
HGNC:11323	SSR1	protein-coding gene	gene with protein product	6745
HGNC:39273	SSR1P1	pseudogene	pseudogene	100420476
HGNC:39274	SSR1P2	pseudogene	pseudogene	100131189
HGNC:11324	SSR2	protein-coding gene	gene with protein product	6746
HGNC:11325	SSR3	protein-coding gene	gene with protein product	6747
HGNC:11326	SSR4	protein-coding gene	gene with protein product	6748
HGNC:23131	SSR4P1	pseudogene	pseudogene	728039
HGNC:11327	SSRP1	protein-coding gene	gene with protein product	6749
HGNC:11329	SST	protein-coding gene	gene with protein product	6750
HGNC:11330	SSTR1	protein-coding gene	gene with protein product	6751
HGNC:11331	SSTR2	protein-coding gene	gene with protein product	6752
HGNC:11332	SSTR3	protein-coding gene	gene with protein product	6753
HGNC:11333	SSTR4	protein-coding gene	gene with protein product	6754
HGNC:11334	SSTR5	protein-coding gene	gene with protein product	6755
HGNC:26502	SSTR5-AS1	non-coding RNA	RNA, long non-coding	146336
HGNC:25016	SSU72	protein-coding gene	gene with protein product	29101
HGNC:43620	SSU72P1	pseudogene	pseudogene	286528
HGNC:43621	SSU72P2	other	unknown	390031
HGNC:43622	SSU72P3	other	unknown	143506
HGNC:43623	SSU72P4	other	unknown	441584
HGNC:43624	SSU72P5	other	unknown	196120
HGNC:43625	SSU72P6	pseudogene	pseudogene	643263
HGNC:43626	SSU72P7	other	unknown	390033
HGNC:43627	SSU72P8	other	unknown	136157
HGNC:24809	SSUH2	protein-coding gene	gene with protein product	51066
HGNC:11335	SSX1	protein-coding gene	gene with protein product	6756
HGNC:11336	SSX2	protein-coding gene	gene with protein product	6757
HGNC:22263	SSX2B	protein-coding gene	gene with protein product	727837
HGNC:16509	SSX2IP	protein-coding gene	gene with protein product	117178
HGNC:11337	SSX3	protein-coding gene	gene with protein product	10214
HGNC:11338	SSX4	protein-coding gene	gene with protein product	6759
HGNC:16880	SSX4B	protein-coding gene	gene with protein product	548313
HGNC:11339	SSX5	protein-coding gene	gene with protein product	6758
HGNC:19652	SSX6P	pseudogene	pseudogene	280657
HGNC:19653	SSX7	protein-coding gene	gene with protein product	280658
HGNC:19654	SSX8P	pseudogene	pseudogene	280659
HGNC:19655	SSX9P	pseudogene	pseudogene	280660
HGNC:30637	SSXP1	pseudogene	pseudogene	100996564
HGNC:30640	SSXP3	pseudogene	pseudogene	326341
HGNC:30641	SSXP4	pseudogene	pseudogene	326337
HGNC:30642	SSXP5	pseudogene	pseudogene	326339
HGNC:30643	SSXP6	pseudogene	pseudogene	326587
HGNC:30644	SSXP7	pseudogene	pseudogene	326590
HGNC:30199	SSXP8	pseudogene	pseudogene	326585
HGNC:30645	SSXP9	pseudogene	pseudogene	326586
HGNC:30638	SSXP10	pseudogene	pseudogene	100287603
HGNC:10862	ST3GAL1	protein-coding gene	gene with protein product	6482
HGNC:45174	ST3GAL1P1	pseudogene	pseudogene	100421804
HGNC:10863	ST3GAL2	protein-coding gene	gene with protein product	6483
HGNC:10866	ST3GAL3	protein-coding gene	gene with protein product	6487
HGNC:40529	ST3GAL3-AS1	non-coding RNA	RNA, long non-coding	101929592
HGNC:10864	ST3GAL4	protein-coding gene	gene with protein product	6484
HGNC:10872	ST3GAL5	protein-coding gene	gene with protein product	8869
HGNC:51129	ST3GAL5-AS1	non-coding RNA	RNA, long non-coding	101928113
HGNC:45175	ST3GAL5P1	pseudogene	pseudogene	100421795
HGNC:18080	ST3GAL6	protein-coding gene	gene with protein product	10402
HGNC:40828	ST3GAL6-AS1	non-coding RNA	RNA, long non-coding	100874207
HGNC:10860	ST6GAL1	protein-coding gene	gene with protein product	6480
HGNC:10861	ST6GAL2	protein-coding gene	gene with protein product	84620
HGNC:41380	ST6GAL2-IT1	non-coding RNA	RNA, long non-coding	100874354
HGNC:23614	ST6GALNAC1	protein-coding gene	gene with protein product	55808
HGNC:10867	ST6GALNAC2	protein-coding gene	gene with protein product	10610
HGNC:45160	ST6GALNAC2P1	pseudogene	pseudogene	100422716
HGNC:19343	ST6GALNAC3	protein-coding gene	gene with protein product	256435
HGNC:17846	ST6GALNAC4	protein-coding gene	gene with protein product	27090
HGNC:39660	ST6GALNAC4P1	pseudogene	pseudogene	100874524
HGNC:19342	ST6GALNAC5	protein-coding gene	gene with protein product	81849
HGNC:23364	ST6GALNAC6	protein-coding gene	gene with protein product	30815
HGNC:11351	ST7	protein-coding gene	gene with protein product	7982
HGNC:16000	ST7-AS1	non-coding RNA	RNA, long non-coding	93653
HGNC:16044	ST7-AS2	non-coding RNA	RNA, long non-coding	93654
HGNC:16045	ST7-OT3	non-coding RNA	RNA, long non-coding	93655
HGNC:18835	ST7-OT4	non-coding RNA	RNA, long non-coding	338069
HGNC:18441	ST7L	protein-coding gene	gene with protein product	54879
HGNC:10869	ST8SIA1	protein-coding gene	gene with protein product	6489
HGNC:10870	ST8SIA2	protein-coding gene	gene with protein product	8128
HGNC:14269	ST8SIA3	protein-coding gene	gene with protein product	51046
HGNC:10871	ST8SIA4	protein-coding gene	gene with protein product	7903
HGNC:17827	ST8SIA5	protein-coding gene	gene with protein product	29906
HGNC:55267	ST8SIA5-DT	non-coding RNA	RNA, long non-coding	105372097
HGNC:23317	ST8SIA6	protein-coding gene	gene with protein product	338596
HGNC:44880	ST8SIA6-AS1	non-coding RNA	RNA, long non-coding	100128098
HGNC:11343	ST13	protein-coding gene	gene with protein product	6767
HGNC:38715	ST13P1	pseudogene	pseudogene	729992
HGNC:38716	ST13P2	pseudogene	pseudogene	344328
HGNC:18552	ST13P3	pseudogene	pseudogene	144638
HGNC:18487	ST13P4	pseudogene	pseudogene	145165
HGNC:18556	ST13P5	pseudogene	pseudogene	144106
HGNC:18557	ST13P6	pseudogene	pseudogene	157530
HGNC:18558	ST13P7	pseudogene	pseudogene	155019
HGNC:38743	ST13P8	pseudogene	pseudogene	338805
HGNC:38744	ST13P9	pseudogene	pseudogene	390301
HGNC:38745	ST13P10	pseudogene	pseudogene	399950
HGNC:38746	ST13P11	pseudogene	pseudogene	728162
HGNC:38787	ST13P12	pseudogene	pseudogene	100127911
HGNC:38788	ST13P13	pseudogene	pseudogene	401648
HGNC:38849	ST13P14	pseudogene	pseudogene	100422602
HGNC:38850	ST13P15	pseudogene	pseudogene	100422603
HGNC:38851	ST13P16	pseudogene	pseudogene	100422605
HGNC:38859	ST13P17	pseudogene	pseudogene	442730
HGNC:38861	ST13P18	pseudogene	pseudogene	643310
HGNC:38862	ST13P19	pseudogene	pseudogene	100131961
HGNC:38863	ST13P20	pseudogene	pseudogene	729828
HGNC:38864	ST13P21	pseudogene	pseudogene	642818
HGNC:38865	ST13P22	pseudogene	pseudogene	100874521
HGNC:11344	ST14	protein-coding gene	gene with protein product	6768
HGNC:18695	ST18	protein-coding gene	gene with protein product	9705
HGNC:33520	ST20	protein-coding gene	gene with protein product	400410
HGNC:27521	ST20-AS1	non-coding RNA	RNA, long non-coding	283687
HGNC:44655	ST20-MTHFS	other	readthrough	100528021
HGNC:18628	STAB1	protein-coding gene	gene with protein product	23166
HGNC:18629	STAB2	protein-coding gene	gene with protein product	55576
HGNC:11353	STAC	protein-coding gene	gene with protein product	6769
HGNC:23990	STAC2	protein-coding gene	gene with protein product	342667
HGNC:28423	STAC3	protein-coding gene	gene with protein product	246329
HGNC:11354	STAG1	protein-coding gene	gene with protein product	10274
HGNC:11355	STAG2	protein-coding gene	gene with protein product	10735
HGNC:11356	STAG3	protein-coding gene	gene with protein product	10734
HGNC:33852	STAG3L1	pseudogene	pseudogene	54441
HGNC:33886	STAG3L2	pseudogene	pseudogene	442582
HGNC:33845	STAG3L3	pseudogene	pseudogene	442578
HGNC:33887	STAG3L4	pseudogene	pseudogene	64940
HGNC:48896	STAG3L5P	pseudogene	pseudogene	101735302
HGNC:48898	STAG3L5P-PVRIG2P-PILRB	other	readthrough	101752399
HGNC:11357	STAM	protein-coding gene	gene with protein product	8027
HGNC:49568	STAM-AS1	non-coding RNA	RNA, long non-coding	102723166
HGNC:11358	STAM2	protein-coding gene	gene with protein product	10254
HGNC:16950	STAMBP	protein-coding gene	gene with protein product	10617
HGNC:24105	STAMBPL1	protein-coding gene	gene with protein product	57559
HGNC:24133	STAP1	protein-coding gene	gene with protein product	26228
HGNC:30430	STAP2	protein-coding gene	gene with protein product	55620
HGNC:11359	STAR	protein-coding gene	gene with protein product	6770
HGNC:17579	STARD3	protein-coding gene	gene with protein product	10948
HGNC:19169	STARD3NL	protein-coding gene	gene with protein product	83930
HGNC:18058	STARD4	protein-coding gene	gene with protein product	134429
HGNC:44117	STARD4-AS1	non-coding RNA	RNA, long non-coding	100505678
HGNC:18065	STARD5	protein-coding gene	gene with protein product	80765
HGNC:18066	STARD6	protein-coding gene	gene with protein product	147323
HGNC:18063	STARD7	protein-coding gene	gene with protein product	56910
HGNC:40827	STARD7-AS1	non-coding RNA	RNA, long non-coding	285033
HGNC:19161	STARD8	protein-coding gene	gene with protein product	9754
HGNC:19162	STARD9	protein-coding gene	gene with protein product	57519
HGNC:10666	STARD10	protein-coding gene	gene with protein product	10809
HGNC:19164	STARD13	protein-coding gene	gene with protein product	90627
HGNC:40873	STARD13-AS	non-coding RNA	RNA, long non-coding	100874241
HGNC:41453	STARD13-IT1	non-coding RNA	RNA, long non-coding	100874373
HGNC:11360	STARP1	pseudogene	pseudogene	6771
HGNC:11362	STAT1	protein-coding gene	gene with protein product	6772
HGNC:11363	STAT2	protein-coding gene	gene with protein product	6773
HGNC:11364	STAT3	protein-coding gene	gene with protein product	6774
HGNC:11365	STAT4	protein-coding gene	gene with protein product	6775
HGNC:11366	STAT5A	protein-coding gene	gene with protein product	6776
HGNC:11367	STAT5B	protein-coding gene	gene with protein product	6777
HGNC:11368	STAT6	protein-coding gene	gene with protein product	6778
HGNC:11369	STATH	protein-coding gene	gene with protein product	6779
HGNC:11370	STAU1	protein-coding gene	gene with protein product	6780
HGNC:11371	STAU2	protein-coding gene	gene with protein product	27067
HGNC:44101	STAU2-AS1	non-coding RNA	RNA, long non-coding	100128126
HGNC:55011	STAU2P1	pseudogene	pseudogene	100130134
HGNC:24854	STBD1	protein-coding gene	gene with protein product	8987
HGNC:11373	STC1	protein-coding gene	gene with protein product	6781
HGNC:11374	STC2	protein-coding gene	gene with protein product	8614
HGNC:11378	STEAP1	protein-coding gene	gene with protein product	26872
HGNC:41907	STEAP1B	protein-coding gene	gene with protein product	256227
HGNC:17885	STEAP2	protein-coding gene	gene with protein product	261729
HGNC:40820	STEAP2-AS1	non-coding RNA	RNA, long non-coding	100874100
HGNC:24592	STEAP3	protein-coding gene	gene with protein product	55240
HGNC:41053	STEAP3-AS1	non-coding RNA	RNA, long non-coding	100874111
HGNC:21923	STEAP4	protein-coding gene	gene with protein product	79689
HGNC:18839	STH	protein-coding gene	gene with protein product	246744
HGNC:10879	STIL	protein-coding gene	gene with protein product	6491
HGNC:11386	STIM1	protein-coding gene	gene with protein product	6786
HGNC:40568	STIM1-AS1	non-coding RNA	RNA, long non-coding	105376527
HGNC:19205	STIM2	protein-coding gene	gene with protein product	57620
HGNC:40879	STIM2-AS1	non-coding RNA	RNA, long non-coding	105374546
HGNC:30526	STIMATE	protein-coding gene	gene with protein product	375346
HGNC:38834	STIMATE-MUSTN1	other	readthrough	100526772
HGNC:27962	STING1	protein-coding gene	gene with protein product	340061
HGNC:11387	STIP1	protein-coding gene	gene with protein product	10963
HGNC:49552	STIP1P1	pseudogene	pseudogene	100420434
HGNC:49553	STIP1P2	pseudogene	pseudogene	100420436
HGNC:49554	STIP1P3	pseudogene	pseudogene	441505
HGNC:11406	STK3	protein-coding gene	gene with protein product	6788
HGNC:11408	STK4	protein-coding gene	gene with protein product	6789
HGNC:43811	STK4-AS1	non-coding RNA	RNA, long non-coding	100505826
HGNC:11388	STK10	protein-coding gene	gene with protein product	6793
HGNC:11389	STK11	protein-coding gene	gene with protein product	6794
HGNC:19184	STK11IP	protein-coding gene	gene with protein product	114790
HGNC:11394	STK16	protein-coding gene	gene with protein product	8576
HGNC:19283	STK16P1	pseudogene	pseudogene	326107
HGNC:11395	STK17A	protein-coding gene	gene with protein product	9263
HGNC:11396	STK17B	protein-coding gene	gene with protein product	9262
HGNC:11398	STK19	protein-coding gene	gene with protein product	8859
HGNC:21668	STK19B	pseudogene	pseudogene	373159
HGNC:11403	STK24	protein-coding gene	gene with protein product	8428
HGNC:39935	STK24-AS1	non-coding RNA	RNA, long non-coding	100874069
HGNC:50360	STK24P1	pseudogene	pseudogene	100421784
HGNC:11404	STK25	protein-coding gene	gene with protein product	10494
HGNC:50361	STK25P1	pseudogene	pseudogene	100533662
HGNC:18174	STK26	protein-coding gene	gene with protein product	51765
HGNC:11407	STK31	protein-coding gene	gene with protein product	56164
HGNC:28317	STK32A	protein-coding gene	gene with protein product	202374
HGNC:53468	STK32A-AS1	non-coding RNA	RNA, long non-coding	105378217
HGNC:14217	STK32B	protein-coding gene	gene with protein product	55351
HGNC:21332	STK32C	protein-coding gene	gene with protein product	282974
HGNC:14568	STK33	protein-coding gene	gene with protein product	65975
HGNC:26871	STK33P1	pseudogene	pseudogene	553118
HGNC:16254	STK35	protein-coding gene	gene with protein product	140901
HGNC:17209	STK36	protein-coding gene	gene with protein product	27148
HGNC:17847	STK38	protein-coding gene	gene with protein product	11329
HGNC:17848	STK38L	protein-coding gene	gene with protein product	23012
HGNC:17717	STK39	protein-coding gene	gene with protein product	27347
HGNC:21373	STK40	protein-coding gene	gene with protein product	83931
HGNC:28669	STKLD1	protein-coding gene	gene with protein product	169436
HGNC:6510	STMN1	protein-coding gene	gene with protein product	3925
HGNC:44062	STMN1P1	pseudogene	pseudogene	100506685
HGNC:44063	STMN1P2	pseudogene	pseudogene	100289663
HGNC:10577	STMN2	protein-coding gene	gene with protein product	11075
HGNC:15926	STMN3	protein-coding gene	gene with protein product	50861
HGNC:16078	STMN4	protein-coding gene	gene with protein product	81551
HGNC:44668	STMND1	protein-coding gene	gene with protein product	401236
HGNC:41909	STMP1	protein-coding gene	gene with protein product	647087
HGNC:26200	STN1	protein-coding gene	gene with protein product	79991
HGNC:3383	STOM	protein-coding gene	gene with protein product	2040
HGNC:14560	STOML1	protein-coding gene	gene with protein product	9399
HGNC:14559	STOML2	protein-coding gene	gene with protein product	30968
HGNC:19420	STOML3	protein-coding gene	gene with protein product	161003
HGNC:17003	STON1	protein-coding gene	gene with protein product	11037
HGNC:30651	STON1-GTF2A1L	other	readthrough	286749
HGNC:30652	STON2	protein-coding gene	gene with protein product	85439
HGNC:23508	STOX1	protein-coding gene	gene with protein product	219736
HGNC:25450	STOX2	protein-coding gene	gene with protein product	56977
HGNC:28070	STPG1	protein-coding gene	gene with protein product	90529
HGNC:28712	STPG2	protein-coding gene	gene with protein product	285555
HGNC:41209	STPG2-AS1	non-coding RNA	RNA, long non-coding	101410545
HGNC:37285	STPG3	protein-coding gene	gene with protein product	441476
HGNC:51176	STPG3-AS1	non-coding RNA	RNA, long non-coding	100129722
HGNC:26850	STPG4	protein-coding gene	gene with protein product	285051
HGNC:30650	STRA6	protein-coding gene	gene with protein product	64220
HGNC:53830	STRA6LP	pseudogene	pseudogene	112272565
HGNC:30653	STRA8	protein-coding gene	gene with protein product	346673
HGNC:30172	STRADA	protein-coding gene	gene with protein product	92335
HGNC:13205	STRADB	protein-coding gene	gene with protein product	55437
HGNC:22478	STRADBP1	pseudogene	pseudogene	389599
HGNC:30796	STRAP	protein-coding gene	gene with protein product	11171
HGNC:16462	STRBP	protein-coding gene	gene with protein product	55342
HGNC:16035	STRC	protein-coding gene	gene with protein product	161497
HGNC:33915	STRCP1	pseudogene	pseudogene	554225
HGNC:25916	STRIP1	protein-coding gene	gene with protein product	85369
HGNC:22209	STRIP2	protein-coding gene	gene with protein product	57464
HGNC:52297	STRIT1	protein-coding gene	gene with protein product	100507537
HGNC:11424	STRN	protein-coding gene	gene with protein product	6801
HGNC:15720	STRN3	protein-coding gene	gene with protein product	29966
HGNC:15721	STRN4	protein-coding gene	gene with protein product	29888
HGNC:11425	STS	protein-coding gene	gene with protein product	412
HGNC:11426	STSP1	pseudogene	pseudogene	6803
